Vote,Department,Description,Entity Name,CSD Supplier Number,Payment Amount,Commitment Amount,Total Expenditure
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,"R1,350.00 ",R0.00 ,"R1,350.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,"R1,500.00 ",R0.00 ,"R1,500.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,"R1,500.00 ",R0.00 ,"R1,500.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,"R1,350.00 ",R0.00 ,"R1,350.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,"R2,850.00 ",R0.00 ,"R2,850.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,"R3,800.00 ",R0.00 ,"R3,800.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,"R1,400.00 ",R0.00 ,"R1,400.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,"R2,200.00 ",R0.00 ,"R2,200.00 "
5,Vote 5 : Education ,DECONTAMINATION ,ME PEST CONTROL ,MAAA0024884 ,"R12,480.00 ",R0.00 ,"R12,480.00 "
5,Vote 5 : Education ,DECONTAMINATION ,MLUNGU INDUSTRIES ,MAAA0026409 ,"R1,161.50 ",R0.00 ,"R1,161.50 "
5,Vote 5 : Education ,"INSECTICIDE,REPELLANT ",MLUNGU INDUSTRIES ,MAAA0026409 ,"R56,795.97 ",R977.50 ,"R57,773.47 "
5,Vote 5 : Education ,PEST CONTROL ,MLUNGU INDUSTRIES ,MAAA0026409 ,"R3,720.00 ",R0.00 ,"R3,720.00 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R671,856.65 ",R0.00 ,"R671,856.65 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R593,361.82 ",R0.00 ,"R593,361.82 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R377,487.01 ",R0.00 ,"R377,487.01 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R283,758.59 ",R0.00 ,"R283,758.59 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R267,174.29 ",R0.00 ,"R267,174.29 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R180,820.01 ",R0.00 ,"R180,820.01 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R164,418.19 ",R0.00 ,"R164,418.19 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R126,887.17 ",R0.00 ,"R126,887.17 "
5,Vote 5 : Education ,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963 ,"R107,332.25 ",R0.00 ,"R107,332.25 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",NEW AGE MEDIDENT ,MAAA0016850 ,"R6,500.00 ",R0.00 ,"R6,500.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",ORACLE MEDICAL (PTY) LTD ,MAAA0009975 ,"R15,000.00 ",R0.00 ,"R15,000.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",ORACLE MEDICAL (PTY) LTD ,MAAA0009975 ,"R9,000.00 ",R0.00 ,"R9,000.00 "
5,Vote 5 : Education ,DECONTAMINATION ,PEEPIL BUILDERS ,MAAA0250685 ,"R1,768.20 ",R0.00 ,"R1,768.20 "
5,Vote 5 : Education ,DECONTAMINATION ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R11,845.00 ",R0.00 ,"R11,845.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R8,050.00 ",R0.00 ,"R8,050.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R3,220.00 ",R0.00 ,"R3,220.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R3,220.00 ",R0.00 ,"R3,220.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R8,050.00 ",R0.00 ,"R8,050.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R7,820.00 ",R0.00 ,"R7,820.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R2,242.50 ",R0.00 ,"R2,242.50 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R1,840.00 ",R0.00 ,"R1,840.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,R920.00 ,R0.00 ,R920.00 
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R6,325.00 ",R0.00 ,"R6,325.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R3,128.00 ",R0.00 ,"R3,128.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R2,415.00 ",R0.00 ,"R2,415.00 "
5,Vote 5 : Education ,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755 ,"R6,210.00 ",R0.00 ,"R6,210.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",PEST CONTROL SPECIALISTS WEST C,MAAA0015302 ,"R6,670.00 ",R0.00 ,"R6,670.00 "
5,Vote 5 : Education ,DECONTAMINATION ,PEST RELIEVERS ,MAAA0079199 ,"R1,840.00 ",R0.00 ,"R1,840.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",PEST RELIEVERS ,MAAA0079199 ,"R3,105.00 ",R0.00 ,"R3,105.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",PEST RELIEVERS ,MAAA0079199 ,R747.50 ,R0.00 ,R747.50 
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842 ,"R5,800.00 ",R0.00 ,"R5,800.00 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842 ,"R2,704.00 ",R0.00 ,"R2,704.00 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842 ,"R21,854.00 ",R0.00 ,"R21,854.00 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842 ,"R7,896.00 ",R0.00 ,"R7,896.00 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842 ,"R7,800.00 ",R0.00 ,"R7,800.00 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842 ,"R5,800.00 ",R0.00 ,"R5,800.00 "
5,Vote 5 : Education ,DECONTAMINATION ,PRESTIGE 7784 ,MAAA0626741 ,"R3,486.00 ",R0.00 ,"R3,486.00 "
5,Vote 5 : Education ,DECONTAMINATION ,PRONTO KLEEN & CITY SECURITY ,MAAA0034632 ,"R3,483.00 ",R0.00 ,"R3,483.00 "
5,Vote 5 : Education ,DECONTAMINATION ,RASSOL CLEAN ,MAAA0017388 ,"R7,595.75 ",R0.00 ,"R7,595.75 "
5,Vote 5 : Education ,CLEANING ,RASSOL CLEAN ,MAAA0017388 ,"R1,150.00 ",R0.00 ,"R1,150.00 "
5,Vote 5 : Education ,CLEANING ,RASSOL CLEAN ,MAAA0017388 ,"R7,624.50 ",R0.00 ,"R7,624.50 "
5,Vote 5 : Education ,DECONTAMINATION ,REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R19,818.87 ",R0.00 ,"R19,818.87 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R18,001.53 ",R0.00 ,"R18,001.53 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R13,731.00 ",R0.00 ,"R13,731.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R4,600.00 ",R0.00 ,"R4,600.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R7,386.45 ",R0.00 ,"R7,386.45 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R6,267.50 ",R0.00 ,"R6,267.50 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R5,288.51 ",R0.00 ,"R5,288.51 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R2,875.00 ",R0.00 ,"R2,875.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R3,635.15 ",R0.00 ,"R3,635.15 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R11,478.04 ",R0.00 ,"R11,478.04 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R1,437.50 ",R0.00 ,"R1,437.50 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R2,012.50 ",R0.00 ,"R2,012.50 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R1,610.00 ",R0.00 ,"R1,610.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R1,610.00 ",R0.00 ,"R1,610.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R6,267.50 ",R0.00 ,"R6,267.50 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179 ,"R2,587.50 ",R0.00 ,"R2,587.50 "
5,Vote 5 : Education ,DECONTAMINATION ,RELITHE HOLDINGS ,MAAA0894219 ,"R1,980.88 ",R0.00 ,"R1,980.88 "
5,Vote 5 : Education ,DECONTAMINATION ,RONNOCO TRADING PTY LTD ,MAAA0662941 ,"R1,080.00 ",R0.00 ,"R1,080.00 "
5,Vote 5 : Education ,"MASK,SAFETY , FACE, DISPOSABLE ",SAGE HEALTH SOLUTIONS (PTY)LTD ,MAAA0370369 ,"R36,000.00 ",R0.00 ,"R36,000.00 "
5,Vote 5 : Education ,"GLOVES , MENS AND WOMENS, RUBBER LATEX, HOUSEH","LD, SAGE YELLOW, HEALTH SIZE SOLUTIONS L (PTY)LTD ",MAAA0370369 ,"R30,000.00 ",R0.00 ,"R30,000.00 "
5,Vote 5 : Education ,DECONTAMINATION ,SAHARSA ENTERPRISE ,MAAA0156167 ,"R1,994.85 ",R0.00 ,"R1,994.85 "
5,Vote 5 : Education ,"SHIELD,SAFETY ",SATS SERVICES ,MAAA0110807 ,"R6,900.00 ",R0.00 ,"R6,900.00 "
5,Vote 5 : Education ,DECONTAMINATION ,SCS & SERVICES ,- ,"R21,013.00 ",R0.00 ,"R21,013.00 "
5,Vote 5 : Education ,DECONTAMINATION ,SEBENZISANA TRADING 23 ,MAAA0004235 ,"R5,200.00 ",R0.00 ,"R5,200.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",SEBENZISANA TRADING 23 ,MAAA0004235 ,"R18,900.00 ",R0.00 ,"R18,900.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",SEBENZISANA TRADING 23 ,MAAA0004235 ,"R5,890.00 ",R0.00 ,"R5,890.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",SEBENZISANA TRADING 23 ,MAAA0004235 ,"R3,890.00 ",R0.00 ,"R3,890.00 "
5,Vote 5 : Education ,DECONTAMINATION ,SEIKOU SOLUTIONS ,MAAA0661442 ,"R33,844.99 ",R0.00 ,"R33,844.99 "
5,Vote 5 : Education ,DECONTAMINATION ,SHABBA MAN TRADING ,MAAA0537970 ,"R6,000.00 ",R0.00 ,"R6,000.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R5,800.00 ",R0.00 ,"R5,800.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,750.00 ",R0.00 ,"R3,750.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R8,700.00 ",R0.00 ,"R8,700.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R4,500.00 ",R0.00 ,"R4,500.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,950.00 ",R0.00 ,"R3,950.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R7,200.00 ",R0.00 ,"R7,200.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R9,900.00 ",R0.00 ,"R9,900.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R5,900.00 ",R0.00 ,"R5,900.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,950.00 ",R0.00 ,"R2,950.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,950.00 ",R0.00 ,"R3,950.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,500.00 ",R0.00 ,"R2,500.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,900.00 ",R0.00 ,"R2,900.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,950.00 ",R0.00 ,"R2,950.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R7,050.00 ",R0.00 ,"R7,050.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R4,350.00 ",R0.00 ,"R4,350.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,925.00 ",R0.00 ,"R3,925.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R7,700.00 ",R0.00 ,"R7,700.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,965.00 ",R0.00 ,"R2,965.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,500.00 ",R0.00 ,"R3,500.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R1,750.00 ",R0.00 ,"R1,750.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R4,900.00 ",R0.00 ,"R4,900.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,550.00 ",R0.00 ,"R3,550.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,750.00 ",R0.00 ,"R2,750.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R4,800.00 ",R0.00 ,"R4,800.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R5,900.00 ",R0.00 ,"R5,900.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R1,500.00 ",R0.00 ,"R1,500.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R8,600.00 ",R0.00 ,"R8,600.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R1,000.00 ",R0.00 ,"R1,000.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R6,000.00 ",R0.00 ,"R6,000.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R6,000.00 ",R0.00 ,"R6,000.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,450.00 ",R0.00 ,"R2,450.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R6,000.00 ",R0.00 ,"R6,000.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R4,000.00 ",R0.00 ,"R4,000.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R6,100.00 ",R0.00 ,"R6,100.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R6,000.00 ",R0.00 ,"R6,000.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,950.00 ",R0.00 ,"R3,950.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,500.00 ",R0.00 ,"R2,500.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,600.00 ",R0.00 ,"R3,600.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R2,700.00 ",R0.00 ,"R2,700.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R3,250.00 ",R0.00 ,"R3,250.00 "
5,Vote 5 : Education ,CLEANING ,SHABBA MAN TRADING ,MAAA0537970 ,"R5,850.00 ",R0.00 ,"R5,850.00 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R7,762.21 ",R0.00 ,"R7,762.21 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R4,148.69 ",R0.00 ,"R4,148.69 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R2,170.05 ",R0.00 ,"R2,170.05 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R3,639.87 ",R0.00 ,"R3,639.87 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R4,544.23 ",R0.00 ,"R4,544.23 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R4,972.26 ",R0.00 ,"R4,972.26 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R11,517.34 ",R0.00 ,"R11,517.34 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R1,120.22 ",R0.00 ,"R1,120.22 "
5,Vote 5 : Education ,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFIC",SSHEQ-4-AFRICA MANAGEMENT AN,MAAA0165818 ,"R9,174.99 ",R0.00 ,"R9,174.99 "
5,Vote 5 : Education ,DECONTAMINATION ,SHE-QMS CONSULTING AND PROJE,MAAA0868137 ,"R3,977.00 ",R0.00 ,"R3,977.00 "
5,Vote 5 : Education ,DECONTAMINATION ,SOLARGREENSA ,MAAA0155055 ,"R1,998.96 ",R0.00 ,"R1,998.96 "
5,Vote 5 : Education ,"REPAIR BUILDING , MAINTENANCE ",SUNNYSIDE LOGISTICS ,MAAA0026416 ,"R6,880.00 ",R0.00 ,"R6,880.00 "
5,Vote 5 : Education ,"MASK,MEDICAL ",SUNNYSIDE LOGISTICS ,MAAA0026416 ,R900.00 ,R0.00 ,R900.00 
5,Vote 5 : Education ,"SANITIZER DETERGENT , SANITIZER HAND WASH, ENRICHED",FOAM SUNNYSIDE ALCOHOL LOGISTICS FREE HAND SANITIZ,MAAA0026416,"R5,400.00 ",R0.00 ,"R5,400.00 "
5,Vote 5 : Education ,THERMOMETER ,TEMPERATURE MONITOR SOLUTION,MAAA0093280,"R13,915.00 ",R0.00 ,"R13,915.00 "
5,Vote 5 : Education ,DECONTAMINATION ,TERMINIX ,MAAA0076192 ,"R2,808.00 ",R0.00 ,"R2,808.00 "
5,Vote 5 : Education ,DECONTAMINATION ,TRACK IT LOGISTICS ,MAAA0690343 ,"R1,100.00 ",R0.00 ,"R1,100.00 "
5,Vote 5 : Education ,DECONTAMINATION ,TRIPLE A SOLUTIONS ,MAAA0497059 ,"R43,540.00 ",R0.00 ,"R43,540.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",TRIPLE A SOLUTIONS ,MAAA0497059 ,"R1,200.00 ",R0.00 ,"R1,200.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",TRIPLE A SOLUTIONS ,MAAA0497059 ,"R1,700.00 ",R0.00 ,"R1,700.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",TRIPLE A SOLUTIONS ,MAAA0497059 ,"R1,700.00 ",R0.00 ,"R1,700.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",TRIPLE A SOLUTIONS ,MAAA0497059 ,"R2,850.00 ",R0.00 ,"R2,850.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",TRIPLE A SOLUTIONS ,MAAA0497059 ,"R2,050.00 ",R0.00 ,"R2,050.00 "
5,Vote 5 : Education ,"FUMIGATION , PREMISES ",TRIPLE A SOLUTIONS ,MAAA0497059 ,R900.00 ,R0.00 ,R900.00 
5,Vote 5 : Education ,DECONTAMINATION ,TUNIBYTE ,MAAA0863656 ,R914.78 ,R0.00 ,R914.78 
5,Vote 5 : Education ,"REGULATOR, MEDICAL TEMPERATURE ",TUSK CONSTRUCTION SUPPORT SER,MAAA0369431 ,"R8,384,448.75 ",R0.00 ,"R8,384,448.75 "
5,Vote 5 : Education ,"CLOTH,CLEANING , BLUE CLEANING WIPES ",VAL-U-PAC DISTRIBUTORS ,MAAA0031087 ,"R11,500.00 ",R0.00 ,"R11,500.00 "
5,Vote 5 : Education ,DECONTAMINATION ,VUKA KUSILE SOLUTITION ,MAAA0685904 ,"R1,964.25 ",R0.00 ,"R1,964.25 "
5,Vote 5 : Education ,DECONTAMINATION ,WALKER BAY PEST CONTROL ,MAAA0467209 ,"R15,408.50 ",R0.00 ,"R15,408.50 "
5,Vote 5 : Education ,PEST CONTROL ,WELDING DOCTOR ,MAAA0555635 ,"R5,776.00 ",R862.50 ,"R6,638.50 "
5,Vote 5 : Education ,VAN ZYL ,,N/A ,R597.00 ,R0.00 ,R597.00 
5,Vote 5 : Education ,Transfer payments to school for curriculum support: Orde,number n/a ,N/A ,"R50,451,078.25 ",R0.00 ,"R50,451,078.25 "
6,Vote 6 : Health,COVERALL ,A&S Suppliers ,MAAA0250032 ,"R86,480.00 ",R0.00 ,"R86,480.00 "
6,Vote 6 : Health,INTRILE SURGICAL POWDERFREE GLOVES ,A&S Suppliers ,MAAA0250032 ,"R621,000.00 ",R0.00 ,"R621,000.00 "
6,Vote 6 : Health,NITRILE GLOVES - SMALL ,A&S Suppliers ,MAAA0250032 ,"R147,000.00 ",R0.00 ,"R147,000.00 "
6,Vote 6 : Health,NITRILE GLOVES - MEDIUM ,A&S Suppliers ,MAAA0250032 ,"R273,000.00 ",R0.00 ,"R273,000.00 "
6,Vote 6 : Health,NITRILE GLOVES - LARGE ,A&S Suppliers ,MAAA0250032 ,"R210,000.00 ",R0.00 ,"R210,000.00 "
6,Vote 6 : Health,SURGICAL MASK 3 PLY WITH EARLOOP ,A&S Suppliers ,MAAA0250032 ,"R2,490,000.00 ",R0.00 ,"R2,490,000.00 "
6,Vote 6 : Health,Buddi ,ABACUS ,MAAA0016733 ,"R65,205.00 ",R0.00 ,"R65,205.00 "
6,Vote 6 : Health,Buddi ,ABACUS ,MAAA0016733 ,"R2,173.50 ",R0.00 ,"R2,173.50 "
6,Vote 6 : Health,"Mobile, whiteboard ",ABACUS ,MAAA0016733 ,"R10,399.20 ",R0.00 ,"R10,399.20 "
6,Vote 6 : Health,Whiteboard 1200X1200 ,ABACUS ,MAAA0016733 ,"R14,018.59 ",R0.00 ,"R14,018.59 "
6,Vote 6 : Health,Fridge domestic single door ,ABACUS ,MAAA0016733 ,"R68,999.85 ",R0.00 ,"R68,999.85 "
6,Vote 6 : Health,Fridge domestic single door ,ABACUS ,MAAA0016733 ,"R92,000.00 ",R0.00 ,"R92,000.00 "
6,Vote 6 : Health,Fridge domestic single door ,ABACUS ,MAAA0016733 ,"R73,600.00 ",R0.00 ,"R73,600.00 "
6,Vote 6 : Health,Fridge domestic single door ,ABACUS ,MAAA0016733 ,"R18,400.00 ",R0.00 ,"R18,400.00 "
6,Vote 6 : Health,Fridge domestic single door ,ABACUS ,MAAA0016733 ,"R137,999.70 ",R0.00 ,"R137,999.70 "
6,Vote 6 : Health,Kettle ,ABACUS ,MAAA0016733 ,"R19,943.30 ",R0.00 ,"R19,943.30 "
6,Vote 6 : Health,COVID Palliative care - Lentegeur Hospital Palliative Car,ABDA Facility BUILDING Ward 95 AND INTERIOR PRO,MAAA0028674 ,"R2,620,000.00 ",R0.00 ,"R2,620,000.00 "
6,Vote 6 : Health,"SOAP, LIQUID, 500ML ",AC Disposables and Cleaning Prod,MAAA0371836 ,"R130,800.00 ",R0.00 ,"R130,800.00 "
