,Brandvlei,Disposable Gown,Logan Medical & Surgical,2012/056508/07,RT32-201942131504-00000,BN-018297,7/16/2020,each,20000,R                          4.60,"R                         92,000.00"
,Breede River,Disposable Gown,Logan Medical & surgical,2014/162486/07,RT covid19,BR-008366,4/21/2020,each,2000,R                       20.00,"R                         40,000.00"
,Breede River,Disposable Gown,Promed Technologies,2014/162486/07,RT32,BR-008348,4/21/2020,each,5000,R                       23.14,"R                      115,000.00"
,Breede River,Disposable Gown,Promed Technology,2012/056508/07,RT32,BR-008185,4/21/2020,each,24,R                       23.50,R                              564.00
,Drakenstein,Disposable Gown,LOGAN MEDICAL,2012/056508/07,PRICE QUOTATION,DN-013293,5/15/2020,EA,100,R                       38.52,"R                           3,852.00"
,Goodwood,Disposable Gown,PROMED,2014/162486/07,RT32,GW-011657,18/03/2020,ea,1000,R                       23.83,"R                         23,830.00"
,Goodwood,Disposable Gown,PROMED,2014/162486/07,RT32,GW-011819,14/05/2020,EA,2000,R                       23.83,"R                         47,660.00"
,Goodwood,Disposable Gown,PROMED,2014/162486/07,RT32,GW-011861,23/06/2020,EA,1000,R                       23.83,"R                         23,830.00"
,Overberg,Disposable Gown,Eyethu Distributors,2019/150260/07,PRICE QUOTATION,HS-010861,5/14/2020,Each,1000,R                       26.00,"R                         26,000.00"
,Overberg,Disposable Gown,Logan Medical & Surgical,2012/056508/07,RT32,HS-010879,5/21/2020,Each,3500,R                       34.50,
,Overberg,Disposable Gown,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,HS-010767,3/27/2020,Each,300,R                       23.49,
,Overberg,Disposable Linen,PROMED TECHNOLOGIES,2014/162486/07,RT32,HS-010767,3/27/2020,Each,500,R                          2.18,
,Overberg,Disposable Linen,PROMED TECHNOLOGIES,2014/162486/07,RT32,CA-005530,3/31/2020,Each,200,R                          2.18,
,Breede River,Disposable scrub suit,Promed Technologies,2014/162486/07,RT32,BR-008348,4/21/2020,each,3000,R                       13.57,
,Overberg,Disposable scrub suit,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,CA-005523,3/25/2020,Each,50,R                       14.17,
,Overberg,Disposable scrub suit,PROMED TECHNOLOGIES,2014/162486/07,RT32-2019,HS-010767,3/27/2020,Each,1500,R                       14.31,
,Pollsmoor,Disposable scrub suit,Anqingsa,2017/343405/07,POL15/2020,PS-010287,21.05.2020,EA,1000,EA,"R                      189,980.00"
,Pollsmoor,Disposable scrub suit,Gibela Trade & Invest,2004/117191/23,RT32/2019,PS-010248,25.03.2020,EA,100,EA,"R                           1,719.00"
,Pollsmoor,Disposable scrub suit,Logan Medical &Surgical,2012/056508/07,RT32/2019,PS-010242,25.03.2020,EA,100,EA,"R                           1,733.00"
,Pollsmoor,Disposable scrub suit,Promed Technologies,2014/162486/07,RT32/2019,PS-010261,25.03.20.20,EA,100,EA,"R                           1,357.00"
,Goodwood,DISPOSABLE TEMPRETURE SCANNER,TEMP,2013/120599/07,RT32,GW-011817,14/05/2020,EA,2000,R                          3.22,"R                           6,440.00"
,Overberg,ENT Set,Ecomed Medical,2016/084766/07,Price quotation,HS-010859,5/14/2020,Each,5,"R                 1,727.30",
,Overberg,ENT Set WALL MOUNTED,Ecomed Medical,2016/084766/07,Price quotation,HS-010859,5/14/2020,Each,1,"R                 6,498.65","R                           6,498.65"
,Drakenstein,Flu Vaccine,KAHMA BIOTECH,1997/014365/07,RT285,DN-013131,3/25/2020,EA,1000,R                       39.93,
,Pollsmoor,Flu Vaccine,Kahma Biotech,1997/014365/07,RT285-2019,PS-010084,2020.03.06,each,400,R                       39.93,"R                         15,972.00"
,Pollsmoor,Flu Vaccine,Kahma Biotech,1997/014365/07,RT285-2019,PS-010177,2020.04.21,each,40,R                       39.93,
,Breede River,Full face shield,ARC Technology,2017/162066/07,NT Note 5,BR-008279,4/21/2020,each,1000,R                       69.00,"R                         69,000.00"
,Breede River,Full face shield,ARC Technology,2017/162066/07,RTCOVID19-016,BR-008360,4/21/2020,each,300,R                       75.00,"R                         22,500.00"
,Drakenstein,Full face shield,PRIMESH,2012/045965/07,PRICE QUOTATION,DN-013339,5/29/2020,EA,400,R                       69.00,"R                         27,600.00"
,Goodwood,Full face shield,CGI,2003/023998/07,PETTYCASH,PETTY CASH,15/04/2020,EA,35,R                       55.00,
,Goodwood,Full face shield,ENDINALO HOLDINGS,2020/214037/07,QUOTATION,GW-011863,6/19/2020,EA,1000,R                       30.36,
,Overberg,Full face shield,Sisifiso Holdings,2015/334585/07,Price quotation,HS-010868,5/15/2020,Each,400,R                       72.25,
,Overberg,Full face shield,TARA TECHNOLOGIES,2019/237077/07,RTCOVID19-007,HS-010778,4/9/2020,Each,10000,R                       47.00,
,Pollsmoor,Full face shield,JDA Sourcing and Consulting,2017/216228/07,CSD,PS-010360,2020.06.24,EA,350,R                       65.55,"R                         22,942.50"
,Allandale,Full face shield (Protective goggles ),KAAP   AGRI,1995/000336/06,Quotation,PC-001615,06.07.2020,Each,28,R                       70.00,"R                           1,960.01"
,Allandale,Full face shield (Protective goggles ),KAAP   AGRI,1995/000336/06,DEVIATION  PROCUREMENT METHOD,PC-001127,09.04.2020,Each,11,R                     110.08,
,Breede River,Full face shield (Protective goggles ),Triple A Solutions,2017/271551/07,Quotation,BR-008257,4/21/2020,each,200,R                       24.00,"R                           4,800.00"
,Drakenstein,Full face shield (Protective goggles ),TRIPLE A SOLUTIONS,2017/271551/07,PRICE QUOTATIONS,DN-013142,3/30/2020,EA,234,R                       24.00,
,Goodwood,Full face shield (Protective goggles ),QUINTAX,2011/054080/23,QUOTATION,A-236600,15/04/2020,EA,170,R                       25.30,
,Overberg,Full face shield (Protective goggles ),ARC TECHNOLOGY,2017/162066/07,RTCOVID19-016,BJ-005129,3/24/2020,Each,250,R                       28.00,
,Overberg,Full face shield (Protective goggles ),LECHOBA MEDICAL TECHNOLOGIES,2005/044442/07,RTCOVID19-016,HS-010772,3/31/2020,Each,2000,R                       65.90,
,Overberg,Full face shield (Protective goggles ),UNITRADE,1998/002665/23,COVID19,CA-005532,3/31/2020,Each,100,R                       25.00,
,Overberg,Full face shield (Protective goggles ),Yologa,2015/095446/07,Price quotation,HS-010865,5/14/2020,each,2500,R                       11.99,
,Pollsmoor,Full face shield (Protective goggles ),LENIPOINT,2017/281326/07,CSD,PS-010267,17.04.2020,EA,1500,R                       19.50,
,Voorberg,Full face shield (Protective goggles ),Arch Tech,1998/002665/23,COVID019,VN-002770,2020.06.19,Each,20,R                       25.00,"R                           5,000.00"
,Voorberg,Full face shield (Protective goggles ),Unitrade,1998/002665/23,COVID035,VB-010427,2020.06.19,Each,300,R                       25.00,"R                           7,500.00"
,Allandale,Gloves latex disposable large,EVERGREEN LATEX CC,2002/057771/23,RT 76,AD-006339,18.03.2020,pair,53000,R49.86 per box,"R                         26,425.80"
,Allandale,Gloves latex disposable large,EVERGREEN LATEX CC,2002/057771/23,RT 76,HA-002265,20.03.2020,pair,45000,R49.86 per box,"R                         22,437.00"
,Allandale,Gloves latex disposable large,EVERGREEN LATEX CC,2002/057771/23,RT 76,OQ-004705,23.03.2020,pair,23000,R49.86 per box,"R                         11,467.80"
,Brandvlei,Gloves latex disposable large,Evergreen latex,2002/057771/23,RT76-202042132203-00034,BN-018294,7/16/2020,each,100,R                       95.72,"R                           9,572.00"
,Brandvlei,Gloves latex disposable large,Evergreen latex,2002/057771/23,RT76-202042132203-00033,BN-018330,7/20/2020,each,300,R                       95.72,"R                         28,716.00"
,Brandvlei,Gloves latex disposable large,Evergreen latex,2002/057771/23,RT76-202042132203-00035,BN-018330,7/20/2020,each,200,R                       95.70,"R                         19,140.00"
,Brandvlei,Gloves latex disposable large,Promed Technologies,2014/162486/07,RT76-2020,BN-017901,3/17/2020,each,500,R                          0.46,"R                         23,300.00"
,Brandvlei,Gloves latex disposable large,Promed Technologies,2014/162486/07,RT76-2020-42132203-010023/24/25,BN-017999,4/23/2020,each,150000,R                          0.46,"R                         69,900.00"
,Breede River,Gloves latex disposable large,Evergreen Latex,2002/057771/23,RT32,BR-008189,4/21/2020,each,30,R                       49.86,"R                           1,495.80"
,Breede River,Gloves latex disposable large,Supra Health,2006/020950/07,RT76-20,BR-008412,4/21/2020,each,500,R                     149.50,"R                         74,750.00"
,Breede River,Gloves latex disposable large,Supra Healthcare Johannesburg,2006/020950/07,RT76-20,BR-008374,4/21/2020,each,100000,R                       99.88,"R                         99,880.00"
,Drakenstein,Gloves latex disposable large,EVERGREEN,2002/057771/23,RT76,DN-013134,3/25/2020,EA,69000,R                          0.78,"R                         53,820.00"
,Overberg,Gloves latex disposable large,I H S,1993/003465/07,NT 3,HS20/2020,4/15/2020,Each,150000,R                          2.76,"R                      414,000.00"
,Pollsmoor,Gloves latex disposable large,Medi-Core Technologies,2013/198711/07,RT76/2019,PS-010243,25.03.2020,Box,850000,R                       47.86,"R                      406,810.00"
,Voorberg,Gloves latex disposable large,Evergreen Latex,2002/057771/23,RT76,VN-00022,3/19/2020,BOX 50,2000,R                       49.86,"R                         99,720.00"
,Southern Cape,"Gloves non Sterile Gloves and latex
disposable",Evergreen LATEX,2002/057771/23,RT76,SC-008279,23/03/2020,Box of 100,3900,R                       49.86,"R                      410,990.00"
Allandale,Gloves surgical sterile,"SUPRA HEALTHCARE JOHANNESBURG
(PTY) LTD",2007/027848/07,RT76,AD-006448,26.05.2020,pair,180,"R                 1,096.27","R                      197,328.60",
Goodwood,"GLOVES,SURGEONS EXAMINATION NON-
STERILE TYPE2 COVID022-025",I H S,1993/003465/07,NT 3,GW-011830,21/04/2020,BX,10,R                     278.00,"R                           2,780.00",
Drakenstein,Gluco Meter,ROCHE DIABETES,2015/303320/07,PRICE QUOTATION,DN-013283,5/14/2020,EA,40,R                       57.49,"R                           2,299.54",
Overberg,Gluco Meter,Uthembeni Project Management,2003/094510/23,Price quotation,HS-010847,5/11/2020,Each,7,R                     201.25,"R                           1,408.75",
Southern Cape,Gumboots,BBF Safety Group,2014/095914/07,RT59,SC-008289,26/03/2020,pair,96,R                     164.35,"R                         15,777.60",
Overberg,Hand Sprayer 20l,Metric Idustrial,1992/012330/23,Price Quotation,HS-010853,5/14/2020,EA,8,R                     625.00,"R                           5,000.00",
Overberg,HB Meter,First class consultants,2017/199502/07,Price quotation,HS-010846,5/11/2020,Each,7,R                     895.00,"R                           6,265.00",
Allandale,Heavy duty gloves,KAAP   AGRI,1995/000336/06,"6/1/P, C81, dd 20180828",AD-006412,28.04.2020,pair,2400,R                       12.19,"R                         29,256.00",
Breede River,Heavy duty gloves,Evergreen Latex,2002/057771/23,RT32,"BR-008198
BR-008213",4/21/2020,each,"40
150",R                       78.00,"R                           3,120.00",
Breede River,Heavy duty gloves,Kaap Agri,1995/000336/06,Quotation,PC-002562,4/21/2020,each,32,R                       36.22,"R                           1,159.04",
Breede River,Heavy duty gloves,Kaap Agri,1995/000336/06,Quotation,PC-003193,4/21/2020,each,8,R                       36.22,R                              289.76,
Overberg,Heavy duty gloves,Petit-exstreme trading enterprise,2007/152343/23,Price quotation,HS-010919,6/10/2020,Each,300,R                       35.00,"R                         10,500.00",
Breede River,Heavy duty rubber cleaning glove,Evergreen Latex,2002/057771/23,RT32,"BR-008198
BR-008213",4/21/2020,each,"40
150",R                       78.00,"R                           3,120.00",
Breede River,Heavy duty rubber cleaning glove,Kaap Agri,1995/000336/06,Quotation,PC-002562,4/21/2020,each,8,R                       36.22,R                              289.80,
Breede River,Heavy duty rubber cleaning glove,Kaap Agri,1995/000336/06,Quotation,PC002563,4/21/2020,each,32,R                       37.84,"R                           1,211.08",
Goodwood,Heavy duty rubber cleaning glove,EVERGREEN LATEX,2002/057771/23,RT76,GW-011672,24/03/2020,PR,100000,R                          1.56,"R                      156,000.00",
Drakenstein,Heavy duty rubber cleaning glove (Large),TRIPLE A SOLUTIONS,2017/271551/07,PRICE QUOTATION,DN-013142,3/30/2020,EA,200,R                       52.00,"R                         10,400.00",
Voorberg,Helmet Visor Disposable,Unitrade,1998/002665/23,COVID196,VB-010427,2020.06.19,Each,300,R                       18.00,"R                           5,400.00",
Breede River,High Pressure Sprayer,TZP Trading,2019/074434/07,Quotation,BR-008224,4/21/2020,each,6,"R                 2,700.00","R                         16,200.00",
Breede River,Isolation Gown,Login Medical & Surgical,2012/056508/07,RT32,BR-008191,4/21/2020,each,1000,R                       40.25,"R                         40,250.00",
Breede River,Isolation Gown,Login Medical & Surgical,2012/056508/07,NT Note 5,BR-008280,4/21/2020,each,1000,R                       40.25,"R                         40,250.00",
Allandale,Isollation Gown,LOGAN MEDICAL & SURGICAL,2012/056508/07,Annexure A Table 2,AD-006388,01.04.2020,each,2500,R                       37.70,"R                         93,437.50",
Allandale,Isollation Gown Large,PROMED TECHOLOGIES,2014/162486/07,RT 33,AD-006447,26.04.2020,each,100000,R                       23.83,"R                   2,383,000.00",
Allandale,Isollation Gown medium,PROMED TECHOLOGIES,2014/162486/07,RT 32,AD-006449,26.04.2020,each,100000,R                       23.14,"R                   2,314,000.00",
Breede River,Knapsack,Leovsa,2018/475887/07,Quotation,BR-008273,4/21/2020,each,20,"R                 1,350.00","R                         27,000.00",
Brandvlei,latex powder free gloves (non-sterile),Promed Technologies,2014/162486/07,RT76-2020-42132203-010023/24/25,BN-017911,3/23/2020,pair,6500,R                       46.60,"R                      302,900.00",
Breede River,latex powder free gloves (non-sterile),Tripple A Solutions,2017/271551/07,Quotation,BR-008230,4/21/2020,each,8000,R                     125.00,"R                         10,000.00",
Goodwood,latex powder free gloves (non-sterile),MEDI CORE,2015/312638/07,RT76,GW-011655,18/03/2020,BX 100,400,R                       48.86,"R                         19,544.00",
Goodwood,latex powder free gloves (non-sterile),MEDI CORE,2015/312638/07,RT76,GW-011655,18/03/2020,BX 100,300,R                       47.86,"R                         14,358.00",
Goodwood,latex powder free gloves (non-sterile),MEDI CORE,2015/312638/07,RT76,GW-011655,18/03/2020,BX 100,400,R                       47.86,"R                         19,144.00",
Overberg,latex powder free gloves (non-sterile),EVERGREEN LATEX,2002/057771/23,RT76,HS-010766,3/27/2020,Each,10500,R                          0.49,"R                           5,235.30",
Allandale,Linen Savers,LOGAN MEDICAL & SURGICAL,2012/056508/07,RT32,AD-006351,23.03.2020,each,8500,0.78 each,"R                           6,630.00",
Allandale,Linen Savers,LOGAN MEDICAL & SURGICAL,2012/056508/07,RT32,HA-002267,23.03.2020,each,4000,0.78 each,"R                           3,120.00",
Allandale,Linen Savers,LOGAN MEDICAL & SURGICAL,2012/056508/07,RT32,OQ-004703,23.03.2020,each,4000,0.78 each,"R                           3,120.00",
Breede River,Linen Savers,"Meddreg Technology
Meddreg Technology",2003/014869/23,RT32,"BR-008182
BR-008196",4/21/2020,each,2000,R                          1.04,"R                           2,080.00",
Drakenstein,Linen Savers,MEDDREG TECH,2003/014869/23,RT32,DN-012945,2/6/2020,EA,2000,R                          1.04,"R                           2,080.00",
Goodwood,Linen Savers,PROMED,2014/162486/07,RT,GW-011717,24/04/20202,EA,1000,R                          2.18,"R                           2,180.00",
Overberg,Linen Savers,MEDDREG,2003/014869/23,RT32,HS11/2020,4/1/2020,Each,5000,R                          1.04,"R                           5,200.00",
Pollsmoor,Linen Savers,Meddreg Tech,2003/014869/23,RT32/2019,A-236265/289,31.03.2020,box,2000,R                          0.93,"R                           1,860.00",
Breede River,Liquid hand soap,Barrs Pharmaceutical,2012/056577/07,RT300,BR-008200,4/21/2020,500 ml,5000,R                       14.44,"R                         72,200.00",
Goodwood,"MASK,MEDICAL SINGLE USE FLUID RESISTANT
WITH   ELASTIC EAR LOOPS 3PLY COVID031",I H S,1993/003465/07,NT 3,GW-011766,21/04/2020,BX,800,R                     624.00,"R                      499,200.00",
Goodwood,"MASK,MEDICAL SINGLE USE FLUID RESISTANT
WITH   ELASTIC EAR LOOPS 3PLY COVID031",I H S,1993/003465/07,NT 3,GW-011814,13/05/2020,BX,5200,R                     624.00,"R                   3,244,800.00",
Breede River,Masks FFP1,Stambo Solutions,2015/453050/07,Quotation,BR-008234,4/21/2020,each,600,R                       46.00,"R                         27,600.00",
Allandale,Matress Cover for hospitals,ARJO HUNTLEIGH SA,2001/016670/07,Annexure A Table 2,AD-006363,31.03.2020,each,100,R474.81 each,"R                         47,481.00",
Overberg,Matress Cover for hospitals,ARJO HUTLEIGH SA,2001/016670/07,RT24,CA-005533,3/31/2020,Each,20,R                     474.81,"R                           9,496.20",
Overberg,Matress Cover for hospitals,ARJO HUTLEIGH SA,2001/016670/07,RT24,HS10/2020,4/1/2020,Each,50,R                     433.28,"R                         21,664.00",
Overberg,Matress Cover for hospitals,ARJO HUTLEIGH SA,2001/016670/07,RT24,HS-010875,5/20/2020,Each,500,R                     470.47,"R                      235,235.00",
Overberg,Matress Cover for hospitals,Hospital equipment,2000/000651/07,RT24,HS-010918,6/11/2020,Each,26,R                     563.12,"R                         14,641.12",
Allandale,"Medical and surgical bag,red",PROMED TECHOLOGIES,2014/162486/07,Annexure A Table 2,AD-006381,31.04.2020,Each,30,R                          1.30,"R                         39,000.00",
Southern Cape,Mop caps,Anqingsa,2017/343405/07,Price Quotation,SC-008319,17/04/2020,each,10000,R                          0.99,"R                           9,898.00",
Brandvlei,N95 masks,Lechoba Medical Technologies,2005/044442/07,RTCOVID19-002,BN-017970,4/15/2020,EACH,6000,R                       18.75,"R                      112,500.00",
Breede River,N95 masks,Biologica Pharmaceuticals,2013/067392/07,RT296,BR-008220,4/21/2020,each,1800,R                     120.00,"R                      216,000.00",
Goodwood,N95 masks,LIORA,2011/013434/23,RT32,GW-011816,14/05/2020,ea,10500,R                          5.35,"R                         56,175.00",
Overberg,N95 masks,LIORA MEDICAL SUPP,2011/013434/23,Rt32,CA-005527,3/26/2020,Each,2940,R                          5.35,"R                         15,729.00",
Overberg,N95 Masks,Quality Medical Supplies,2015/019742/07,Treasury,HS-010934,6/15/2020,Each,2000,R                       37.09,"R                         74,175.50",
Pollsmoor,N95 masks,Specmed Medical Services,2018/317397/07,CSD,PS-010388,2020.07.15,EA,18000,R                       26.30,"R                      473,409.00",
Voorberg,N95 masks,Liora Medical,2011/013434/23,RT32-2019,VN-00020,3/19/2020,Each,1260,R                          5.35,"R                           6,741.00",
Allandale,Nebulizer,CLASS THREE MEDICAL SOLUTION,2017/535986/07,RT2,AD-006365,31.03.2020,each,10,R5184.20 per each,"R                         51,842.00",
Overberg,Nebulizer,CLASS THREE MEDICAL SOLUTIONS,2017/535986/07,RT2,HS9/2020 (HS-010821),4/1/2020,Each,4,"R                 5,184.20","R                         20,736.80",
Overberg,Nebulizer,ECOMED,2016/084766/07,RT2,CA-005570,4/16/2020,Each,1,"R                 8,115.66","R                           8,115.66",
Allandale,Non Sterile Gloves,PROMED TECHOLOGIES,2014/162486/07,R 76,AD-006446,26.05.2020,pair,180,R46.00 per box,"R                           8,280.00",
Brandvlei,Non Sterile Gloves,Evergreen Latex,2002/057771/23,RT76-2020ITEMNO-42132205-00033,BN-018385,7/27/2020,EACH,200 S,R                     122.00,"R                         24,400.00",
Brandvlei,Non Sterile Gloves,Evergreen Latex,2002/057771/23,RT76-2020ITEMNO-42132205-00034,BN-018385,7/27/2020,EACH,400 S,R                     122.00,"R                           2,440.00",
Brandvlei,Non Sterile Gloves,supra healthcare johannesburg,2007/027848/07,RT76-2020ITEMNO-42132205-00033,BN-018386,7/27/2020,EACH,200 S,R                     307.71,"R                         61,542.00",
Brandvlei,Non Sterile Gloves,supra healthcare johannesburg,2007/027848/07,RT76-2020ITEMNO-42132205-00034,BN-018386,7/27/2020,EACH,100 M,R                     307.71,"R                         30,771.00",
Brandvlei,Non Sterile Gloves,supra healthcare johannesburg,2007/027848/07,RT76-2020ITEMNO-42132205-00035,BN-018386,7/27/2020,EACH,100 L,R                     307.71,"R                         30,771.00",
Breede River,Non Sterile Golves,Evergreen,2002/057771/23,RT76,BR-008322,4/21/2020,each,1000,R                       49.86,"R                         49,860.00",
Breede River,Non Sterile Golves,Supra Health Care,2006/020950/07,RT76,BR-008397,4/21/2020,each,20000,R                          1.50,"R                         29,900.00",
Overberg,Non Sterile Golves,"EVERGREEN LATEX       & PROMED
TECHNOLOGIES",2002/057771/23,RT76-2020,HS-010997,7/23/2020,Each,200000,R                          0.64,"R                      127,100.00",
Overberg,Non Sterile Golves,MEDICAL-CORE,2013/198711/07,RT76-2020,CA-005528,3/26/2020,Each,3000,R                          0.48,"R                           1,435.80",
Overberg,Non Sterile Golves,MEDI-CORE TECHNOLOGIES,2013/198711/07,RT76-2020,HS16/2020,4/3/2020,Each,20000,R                          0.48,"R                         24,030.00",
Overberg,Non Sterile Golves,Promed Technology,2014/162486/07,RT76-2020,HS-010996,7/23/2020,Each,100000,R                          0.58,"R                         57,680.00",
Southern Cape,Non Sterile Golves,Evergreen LATEX,2002/057771/23,RT76,SC-008279,23/03/2020,Box of 50,900,R                       78.00,"R                         70,200.00",
Drakenstein,Non Sterile Golves MEDIUM,MEDI-CORE,2013/198711/07,RT76,E534956/004,4/2/2020,EA,30000,R                       47.86,"R                   1,435,800.00",
Brandvlei,Over shoe non woven (single use),KKAP Medical supplies,2016/084247/07,RT32-2019-ITEMNO-42131609-00000,BN-018387,7/27/2020,EACH,2000,R                       21.00,"R                         42,000.00",
Brandvlei,Over shoe non woven (single use),Pinnar brothers,2005/034625/07,price quotation,BN-017977,20200417,EACH,4000,R                          0.46,"R                           1,840.00",
Breede River,Over shoe non woven (single use),Medical International Orthopeadic,2007/023366/23,RT32,BR-008212,4/21/2020,each,300,R                       19.23,"R                           5,769.00",
Overberg,Over shoe non woven (single use),KKAP MEDICAL SUPPLIER,2016/084247/07,RT32,HS-010770,3/30/2020,Each,200,R                       21.00,"R                           4,200.00",
Allandale,Paper towels,PROMED TECHOLOGIES,2014/162486/07,RT14,AD-006337,18.03.2020,2400 sheets per box,302400,R210.00 per box,"R                         26,460.00",
Allandale,Paper towels,PROMED TECHOLOGIES,2014/162486/07,RT14,HA-002318,18.06.2020,2400 sheets per box,1567200,R0.08/Sheet,"R                      137,130.00",
Allandale,Paper towels,PROMED TECHOLOGIES,2014/162486/07,RT14,OQ-004696,23.03.2020,2400 sheets per box,86400,R210.00 per box,"R                           7,560.00",
Brandvlei,Paper towels,Promed Technologies,2014/162486/07,RT32-2019-14111703-00002,BN-018286,7/15/2020,each,2000,R                       35.26,"R                         70,520.00",
Breede River,Paper towels,Promed Technology,2014/162486/07,RT14,BR-008201,4/21/2020,box,100,R                     210.00,"R                         21,000.00",
Breede River,Paper towels,Promed Technology,2014/162486/07,RT14,BR-008390,4/21/2020,box,100,R                     210.00,"R                      210,000.00",
Drakenstein,Paper towels,PROMED,2014/162486/07,RT14,DST075,3/4/2020,RL,1200,R                       31.75,"R                         38,100.00",
Goodwood,Paper towels,PROMED,2014/162486/07,RT14,GW-011657,18/03/2020,EA,1000,R                       55.75,"R                         55,750.00",
Overberg,Paper towels,PROMED TECHNOLOGIES,2014/162486/07,RT14-2019,BJ-005124,3/19/2020,Each,600,R                       10.50,"R                           6,300.00",
Overberg,Paper towels,PROMED TECHNOLOGIES,2014/162486/07,RT14-2019,CA-005509,3/23/2020,Each,1400,R                       18.53,"R                         25,200.00",
Overberg,Paper towels,PROMED TECHNOLOGIES,2014/162486/07,RT14-2019,HS-010743,3/20/2020,Each,100000,R                       10.50,"R                      105,000.00",
Voorberg,Paper towels,Promed,2014/162486/07,RT32,VN-002711,2020.05.18,Each,1000,R                       10.50,"R                         10,500.00",
Voorberg,Paper towels,Promed,2014/162486/07,RT14,VN-002721,2020.05.26,Each,100,R                     210.00,"R                         21,000.00",
Allandale,Plastic Covered Matresses,ARJO HUNTLEIGH SA,2001/016670/07,Annexure A Table 2,AD-006363,31.03.2020,each,20,R1065.30 each,"R                         21,306.00",
Pollsmoor,Plastic Covered Matresses,Arjo Hutleigh,2001/016670/07,RT24,PS-010265,03.04.2020,Each,50,"R                 1,065.30","R                         53,265.00",
Pollsmoor,Plastic Covered Matresses,Arjo Hutleigh,2001/016670/07,RT24,PS-010274,20.04.2020,each,300,"R                 1,065.30","R                      319,590.00",
Allandale,Rubber boots (Gumboots),BBF SAFETY GROUP,2014/095914/07,RT59,AD-006392,03.04.2020,pair,160,R164.35 pair,"R                         26,296.00",
Allandale,Rubber boots (Gumboots),BBF SAFETY GROUP,2014/095914/07,RT59,HA-002286,15.04.2020,pair,80,R164.35 pair,"R                         13,148.00",
Allandale,Rubber boots (Gumboots),BBF SAFETY GROUP,2014/095914/07,RT59,OQ-004719,09.04.2020,pair,80,R164.35 pair,"R                         13,148.00",
Breede River,Rubber boots (Gumboots),BBF Safety Group,2014/095914/07,RT59,BR-008197,4/21/2020,each,220,R                     152.00,"R                         33,440.00",
Breede River,Rubber boots (Gumboots),Club (Kaap Agri),1995/000336/06,Quotation,N/A,4/21/2020,each,118,R                       37.84,"R                           4,465.12",
Overberg,Rubber boots (Gumboots),BBF SAFETY GROUP,2014/095914/07,RT59-2019,BJ-005127,3/19/2020,Pair,50,R                     152.00,"R                           7,600.00",
Overberg,Rubber boots (Gumboots),Savage Wear Production,2017/028889/07,Price Quotation,HS-010871,5/19/2020,Pair,95,R                       93.99,"R                           8,929.05",
Overberg,Rubber boots (Gumboots),Savage Wear Production,2017/028889/07,Price Quotation,HS-010872,5/19/2020,Pair,195,R                       93.99,"R                         18,328.05",
Breede River,Sanitizer (mounted and handheld),PN Medical,2007/031947/07,Quotation,BR-008202,4/21/2020,each,50,R                     216.32,"R                         10,816.00",
Allandale,Shoes overshoes disposable,KAAP   AGRI,1995/000336/06,DEVIATION  PROCUREMENT METHOD,PC-001607,09.04.2020,pair,1,R                          0.50,R                              498.30,
Overberg,Sleeve protector (single use),MEDICAL-CORE,2013/198711/07,RT32,CA-005517,3/24/2020,Each,10,R                       22.00,R                              440.00,
Overberg,Sleeve protector (single use),MEDICAL-CORE,2013/198711/07,RT32,HS-010769,3/30/2020,Each,4000,R                          0.22,"R                           1,100.00",
Overberg,Sleeve protector (single use),MEDICAL-CORE,2013/198711/07,RT32,HS-010877,5/20/2020,Each,10000,R                          0.22,"R                           2,200.00",
Pollsmoor,Sleeve protector (single use),Medi-Core Technologies,2013/198711/07,RT32/2019,PS-010243,25.03.2020,pair,5000,R                          0.22,"R                           1,100.00",
Southern Cape,Sleeve protector disposable,Medi- Core Technologies,2013/198711/07,RT32,SC-008333,4/5/2020,Each,50000,R                          0.22,"R                         11,000.00",
Allandale,Soap hand toilet liquid,BARRS PHAMACEUTICALS,2012/056577/07,RT 300,AD-006487,25.06.2020,ml,1000000,R                          0.04,"R                         43,840.00",
Allandale,Soap hand toilet liquid,BARRS PHAMACEUTICALS,2012/056577/07,RT 300,HA-002272,23.03.2020,ml,160,R                       21.92,"R                           3,507.20",
Allandale,Soap hand toilet liquid,BARRS PHAMACEUTICALS,2012/056577/07,RT 300,OQ-004817,28.07.2020,ml,80000,R                          0.04,"R                           3,507.20",
Overberg,Spill kits biological,I H S,1993/003465/07,NT 3,HS7/2020,4/1/2020,Each,50,R                     115.00,"R                           5,750.00",
Breede River,Spray Bottles (2 liters),Tripple A Solutions,2017/271551/07,Quotation,BR-008251,4/21/2020,250 ml,300,R                       29.00,"R                           8,700.00",
Breede River,Spray Bottles (2 liters),Tripple A Solutions,2017/271551/07,Quotation,BR-008251,4/21/2020,500 ml,300,R                       42.00,"R                         12,600.00",
Drakenstein,Spray Bottles (2 liters),TRIPPLE A SOLUTIONS,2017/271551/07,PRICE QUOATION,DN-013142,3/30/2020,EA,89,R                       60.00,"R                           5,340.00",
Pollsmoor,Spray Bottles (2 liters),Estacom,2014/078579/07,RT298/2019,PS-010238,26.03.2020,EA,500,R                          8.28,"R                           4,141.00",
