No,DEPT/ENTITY,CSD NO,SUPPLIER NAME,CO REG NUM,ITEM CATEGORY,ITEM DESCRIPTION,QNT,UNIT PRICE,TOTAL PRICE,TOTAL VAL RECALC,SYS ORDER NO,SYS INVOICE No,"SYS INVOICE
AMOUNT","SYS INVOICE
DATE","SYS INVOICE
RECEIPT DATE","SYS
PAYMENT
DATE","SYS
PAYMENT No","SYS
DISPURSE NO","SYS PAYMENT
AMOUNT","PAYMENT
PERIOD",PAY VAR,STATUS,"COMMITMENT
OUTSTANDING",ORDERS CLOSED,,,
89,HEALTH,MAAA0098608,Harold Group Holdings,2013/113426/07,,,,,0.00,0.00,NOT APPLIC,01/20/20021LPPD,R337379.82,7/18/2020,7/22/2020,7/22/2020,2680502,1199219,337379.82,2020/07,-337379.82,CLOSED,0.00,-337379.82,,,
90,HEALTH,MAAA0512784,Hipco Trading (Pty ) Ltd,2015/248783/07,Masks - Surgical,3 Ply Mask Surgical,1000000,16.50,16500000.00,16500000.00,NOT APPLIC,L  I MGOV-0113,R16500000.00,4/16/2020,4/21/2020,4/23/2020,2660125,1190115,16500000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
91,HEALTH,MAAA0900939,Hudi Medical,2020/052865/07,Masks - Surgical,3 Ply Mask Surgical,300,18.98,5694000.00,5694000.00,NOT APPLIC,0  0  07LPPD,R5220000.00,4/21/2020,4/22/2020,5/4/2020,2660770,1192119,5220000.00,2020/06,474000.00,CLOSED,0.00,474000.00,,,
92,HEALTH,MAAA0900939,Hudi Medical,2020/052865/07,,,,,0.00,0.00,NOT APPLIC,2,R180000.00,4/17/2020,4/17/2020,4/17/2020,2659219,1189670,180000.00,2020/06,-180000.00,CLOSED,0.00,-180000.00,,,
93,HEALTH,MAAA0007221,Hluvukani travel,2007/077266/23,Protective Body Suit,Disposal protective body suite,3871,249.00,963879.00,963879.00,NOT APPLIC,HTT/2906/DHSD01LPPD,R963835.64,6/26/2020,7/22/2020,7/22/2020,2680511,1199188,963835.64,2020/07,43.36,CLOSED,0.00,43.36,,,
94,HEALTH,MAAA0695483,Holefa Consulting & Projects,2017/248453/07,Protective Body Suit,Disposal protective body suite,3871,249.00,963879.00,963879.00,NOT APPLIC,21-2001LPPD,R626455.82,7/15/2020,7/20/2020,7/22/2020,2680530,1199941,626455.82,2020/07,337423.18,CLOSED,0.00,337423.18,,,
95,HEALTH,MAAA0005294,Huliwanga project PTY LTD,2014/241236/07,Protective Body Suit,Disposal protective body suite,3871,249.00,963879.00,963879.00,NOT APPLIC,001LPPD,R481793.32,7/21/2020,7/22/2020,7/22/2020,2680497,1199665,481793.32,2020/07,482085.68,CLOSED,0.00,482085.68,,,
96,HEALTH,MAAA0005294,Huliwanga project PTY LTD,2014/241236/07,,,,,0.00,0.00,NOT APPLIC,003LPPD,R337395.00,7/21/2020,7/22/2020,7/22/2020,2680499,1199665,337395.00,2020/07,-337395.00,CLOSED,0.00,-337395.00,,,
97,HEALTH,MAAA0005294,Huliwanga project PTY LTD,2014/241236/07,,,,,0.00,0.00,NOT APPLIC,002LPPD,R144420.00,7/21/2020,7/22/2020,7/22/2020,2680516,1199665,144420.00,2020/07,-144420.00,CLOSED,0.00,-144420.00,,,
98,HEALTH,MAAA0007668,Indlovu Manufacturers,2008/171388/23,Other PPE - Health,Apron pvc full body reusable,555,66.57,36946.38,36946.38,NOT APPLIC,INV08327LPPD,R36946.35,5/31/2020,6/25/2020,7/3/2020,2674747,1198694,36946.35,2020/07,0.03,CLOSED,0.00,0.03,,,
99,HEALTH,MAAA0007668,Indlovu Manufacturers,2008/171388/23,Other PPE - Health,Body bag - Baby,150,54.94,8241.00,8241.00,NOT APPLIC,I N   V08326LPPD,R8241.01,5/30/2020,6/1/2020,6/9/2020,2671703,1195731,8241.01,2020/06,-0.01,CLOSED,0.00,-0.01,,,
100,HEALTH,MAAA0007668,Indlovu Manufacturers,2008/171388/23,Other PPE - Health,Apron pvc full body reusable,9445,66.57,628753.65,628753.65,NOT APPLIC,INV08437LPPD,R628753.65,6/28/2020,7/10/2020,7/20/2020,2680016,1199410,628753.65,2020/07,0.00,CLOSED,0.00,0.00,,,
101,HEALTH,MAAA0007668,Indlovu Manufacturers,2008/171388/23,Other PPE - Health,Body Bag - Meduim,40,58.11,2324.38,2324.38,NOT APPLIC,I N   V08283LPPD,R4902.40,5/21/2020,5/25/2020,5/25/2020,2666960,1193190,4902.40,2020/06,-2578.02,CLOSED,0.00,-2578.02,,,
102,HEALTH,MAAA0007668,Indlovu Manufacturers,2008/171388/23,Other PPE - Health,Body Bag - Large,40,64.45,2577.84,2577.84,,,,,,,,,,,2577.84,CLOSED,0.00,2577.84,,,
103,HEALTH,MAAA0683256,Isha Solutions PTY LTD,2018/392747/07,Protective Body Suit,Disposal protective body suite,3871,249.00,963879.00,963879.00,NOT APPLIC,INV00014LPPD,R144669.00,7/17/2020,7/22/2020,7/22/2020,2680517,1199945,144669.00,2020/07,819210.00,CLOSED,0.00,819210.00,,,
No,DEPT/ENTITY,CSD NO,SUPPLIER NAME,CO REG NUM,ITEM CATEGORY,ITEM DESCRIPTION,QNT,UNIT PRICE,TOTAL PRICE,TOTAL VAL RECALC,SYS ORDER NO,SYS INVOICE No,"SYS INVOICE
AMOUNT","SYS INVOICE
DATE","SYS INVOICE
RECEIPT DATE","SYS
PAYMENT
DATE","SYS
PAYMENT No","SYS
DISPURSE NO","SYS PAYMENT
AMOUNT","PAYMENT
PERIOD",PAY VAR,STATUS,"COMMITMENT
OUTSTANDING",ORDERS CLOSED,,,
104,HEALTH,MAAA0683256,Isha Solutions PTY LTD,2018/392747/07,,,,,0.00,0.00,NOT APPLIC,INV00013LPPD,R337395.00,7/17/2020,7/22/2020,7/22/2020,2680521,1199945,R337395.00,2020/07,-337395.00,CLOSED,0.00,-337395.00,,,
105,HEALTH,MAAA0683256,Isha Solutions PTY LTD,2018/392747/07,,,,,0.00,0.00,NOT APPLIC,INV00012LPPD,R481815.00,7/17/2020,7/27/2020,7/27/2020,2682110,1199945,R481815.00,2020/07,-481815.00,CLOSED,0.00,-481815.00,,,
106,HEALTH,MAAA0110851,IVM Chemicals (Pty) Ltd,2015/075352/07,Digital Themormetres,Digital Themormetres,500,1978.00,989000.00,989000.00,NOT APPLIC,D   3 673LPPD,R989000.00,5/22/2020,6/2/2020,6/2/2020,2669209,1195546,R989000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
107,HEALTH,MAAA0767312,Khayalama Ndaba Business Solutions,2018/016784/07,Goggles - Safety,Goggles,28,32.00,89600.00,89600.00,NOT APPLIC,1  1  2LPPD,R89600.00,4/17/2020,5/18/2020,5/25/2020,2665245,1193424,R89600.00,2020/06,0.00,,,0.00,,,
108,HEALTH,MAAA0767312,Khayalama Ndaba Business Solutions,2018/016784/07,Goggles - Safety,Goggles,15,32.00,480000.00,480000.00,NOT APPLIC,1  1  5LPPD,R160000.00,5/5/2020,5/18/2020,5/19/2020,2665239,1192871,R160000.00,2020/06,320000.00,CLOSED,0.00,320000.00,,,
109,HEALTH,MAAA0767312,Khayalama Ndaba Business Solutions,2018/016784/07,,,,,0.00,0.00,NOT APPLIC,1  1  3LPPD,R320000.00,4/24/2020,4/29/2020,5/25/2020,2666943,1193424,R320000.00,2020/06,-320000.00,CLOSED,0.00,-320000.00,,,
110,HEALTH,MAAA0042781,King Bash Entertainment,2014/038349/07,Disposal protective body suit,Disposal protective body suite,3871,249.00,963879.00,963879.00,NOT APPLIC,2020/15LPPD,R963879.00,7/6/2020,7/8/2020,7/20/2020,2679233,1199908,R963879.00,2020/07,0.00,CLOSED,0.00,0.00,,,
111,HEALTH,MAAA0824529,King Kone Resourced,2019/436829/07,Gowns - Surgical non sterile,Surgical Gown (Non-Sterile),975,96.00,9360000.00,9360000.00,NOT APPLIC,3  1  LPPD,R9360000.00,6/12/2020,6/17/2020,6/24/2020,2674121,1196747,R9360000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
112,HEALTH,MAAA0807611,"Kobuhla  Engineering Building Services
(Pty) Ltd",2019/377241/07,Masks - Surgical,3 Ply Mask Surgical,1000000,18.98,18975000.00,18975000.00,NOT APPLIC,C   V MALP001LPPD,R17580147.75,4/22/2020,5/7/2020,5/7/2020,2663335,1192459,R17580147.75,2020/06,1394852.25,CLOSED,0.00,1394852.25,,,
113,HEALTH,MAAA0863622,Kulani Magaza Fashion Design,2015/013512/24,Masks - Face Cloth,Face Cloth Masks,12666,25.00,316650.00,316650.00,NOT APPLIC,D   OH 0001LPPD,R233950.00,6/6/2020,6/19/2020,7/3/2020,2675314,1198951,R233950.00,2020/06,82700.00,CLOSED,0.00,82700.00,,,
114,HEALTH,MAAA0674670,Lekgotla Engineering Pty Ltd,2015/064523/07,Protective Body Suit,Disposable Protective bodysuit,3871,249.00,963879.00,963879.00,NOT APPLIC,0120503LPPD,R337379.82,7/3/2020,7/6/2020,7/8/2020,2678104,1198956,R337379.82,2020/07,626499.18,CLOSED,0.00,626499.18,,,
115,HEALTH,MAAA0674670,Lekgotla Engineering Pty Ltd,2015/064523/07,,Disposable Protective bodysuit,,,,0.00,NOT APPLIC,0120502LPPD,R144662.49,7/3/2020,7/6/2020,7/8/2020,2678106,1198956,R144662.49,2020/07,-144662.49,CLOSED,0.00,-144662.49,,,
116,HEALTH,MAAA0674670,Lekgotla Engineering Pty Ltd,2015/064523/07,,Disposable Protective bodysuit,,,,0.00,NOT APPLIC,0120504LPPD,R481793.33,7/3/2020,7/6/2020,7/8/2020,2678111,1198956,R481793.33,2020/07,-481793.33,CLOSED,0.00,-481793.33,,,
117,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,Masks - Face Cloth,Face Cloth Masks,100,24.75,2475000.00,2475000.00,NOT APPLIC,0  0  4LPPD,R28215.00,5/28/2020,6/3/2020,6/17/2020,2671825,1196730,R28215.00,2020/06,2446785.00,CLOSED,0.00,2446785.00,,,
118,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  0  3LPPD,R28462.50,5/28/2020,6/10/2020,6/12/2020,2672083,1196730,R28462.50,2020/06,-28462.50,CLOSED,0.00,-28462.50,,,
119,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  0  2LPPD,R35640.00,5/27/2020,6/8/2020,6/15/2020,2672128,1196730,R35640.00,2020/06,-35640.00,CLOSED,0.00,-35640.00,,,
120,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  1  6LPPD,R37966.50,6/5/2020,6/11/2020,6/12/2020,2672077,1196730,R37966.50,2020/06,-37966.50,CLOSED,0.00,-37966.50,,,
121,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  1  5LPPD,R44079.75,6/5/2020,6/11/2020,6/12/2020,2672072,1196730,R44079.75,2020/06,-44079.75,CLOSED,0.00,-44079.75,,,
122,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  1  2LPPD,R49500.00,6/6/2020,6/8/2020,6/17/2020,2671824,1196730,R49500.00,2020/06,-49500.00,CLOSED,0.00,-49500.00,,,
123,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  1  0LPPD,R55687.50,6/4/2020,6/5/2020,6/17/2020,2672455,1196730,R55687.50,2020/06,-55687.50,CLOSED,0.00,-55687.50,,,
124,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  0  1LPPD,R65587.50,5/26/2020,5/26/2020,6/9/2020,2671804,1195893,R65587.50,2020/06,-65587.50,CLOSED,0.00,-65587.50,,,
125,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  1  1LPPD,R68062.50,6/5/2020,6/8/2020,6/15/2020,2672125,1196730,R68062.50,2020/06,-68062.50,CLOSED,0.00,-68062.50,,,
126,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  0  9LPPD,R68062.50,6/4/2020,6/8/2020,6/15/2020,2672126,1196730,R68062.50,2020/06,-68062.50,CLOSED,0.00,-68062.50,,,
127,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  1  4LPPD,R86625.00,6/6/2020,6/6/2020,6/9/2020,2671803,1195893,R86625.00,2020/06,-86625.00,CLOSED,0.00,-86625.00,,,
128,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  0  7LPPD,R94297.50,6/2/2020,6/2/2020,6/9/2020,2671805,1195893,R94297.50,2020/06,-94297.50,CLOSED,0.00,-94297.50,,,
129,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  0  5LPPD,R96525.00,5/29/2020,5/29/2020,6/9/2020,2671802,1195893,R96525.00,2020/06,-96525.00,CLOSED,0.00,-96525.00,,,
130,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  0  8LPPD,R111375.00,6/4/2020,6/5/2020,6/9/2020,2671797,1195893,R111375.00,2020/06,-111375.00,CLOSED,0.00,-111375.00,,,
131,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  1  3LPPD,R173250.00,6/6/2020,6/6/2020,6/9/2020,2671800,1195893,R173250.00,2020/06,-173250.00,CLOSED,0.00,-173250.00,,,
132,HEALTH,MAAA0909803,Liberer Consulting,2011/006586/23,,,,,,0.00,NOT APPLIC,0  0  6LPPD,R283387.50,6/1/2020,6/1/2020,6/9/2020,2671794,1195893,R283387.50,2020/06,-283387.50,CLOSED,0.00,-283387.50,,,
133,HEALTH,MAAA0590133,Limacon cc,2001/039743/23,Digital Themormetres,Digital Themormetres,500,1720.00,860000.00,860000.00,NOT APPLIC,L  I M01001LPPD,R860000.00,5/16/2020,5/25/2020,6/1/2020,2667101,1195543,R860000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
134,HEALTH,,Lopez Group,2011/057134/23,Masks - Surgical,Masks - Respirator,46154,27.50,1269235.00,1269235.00,NOT APPLIC,001LPPD,R1269235.00,7/24/2020,7/27/2020,7/28/2020,2682630,1199964,R1269235.00,2020/07,0.00,CLOSED,0.00,0.00,,,
135,HEALTH,MAAA0340944,Luhura,2007/206716/23,Masks - Surgical,3 Ply Mask Surgical,300,20.00,6000000.00,6000000.00,NOT APPLIC,H   E DP001LPPD,R6000000.00,4/20/2020,4/22/2020,4/23/2020,2660006,1190108,R6000000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
136,HEALTH,MAAA0840836,Lunako Solutions,2017/163395/07,Digital Themormetres,Digital Themormetres,500,1978.00,989000.00,989000.00,NOT APPLIC,2  0  050/01LPPD,R989000.00,5/21/2020,5/25/2020,5/29/2020,2667099,1195542,R989000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
137,HEALTH,MAAA0152220,Magaga Ditswhene Production,2007/059809/23,Masks - Face Cloth,Face Cloth Masks,12666,25.00,316650.00,316650.00,NOT APPLIC,MDTGP001LPPD,R108000.00,5/25/2020,6/17/2020,6/22/2020,2673025,1196742,R108000.00,2020/07,208650.00,CLOSED,0.00,208650.00,,,
138,HEALTH,MAAA0152220,Magaga Ditswhene Production,2007/059809/23,,,,,,0.00,NOT APPLIC,MDTGP002LPPD,R145320.00,6/17/2020,6/17/2020,6/22/2020,2673027,1196742,R145320.00,2020/07,-145320.00,CLOSED,0.00,-145320.00,,,
139,HEALTH,MAAA0374335,Mahika Trading,2008/066726/23,Masks - Surgical,3 Ply Mask Surgical,100,20.00,2000000.00,2000000.00,NOT APPLIC,L  I MDOH-001H/O,R2000000.00,4/15/2020,4/16/2020,4/16/2020,2658880,1189667,R2000000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
140,HEALTH,MAAA0103178,Makhavhani Trading CC,2008/160177/23,Masks - Surgical,Mask Respirator KN95,46154,27.50,1269235.00,1269235.00,NOT APPLIC,MAKJUL001LPPD,R1103680.60,7/13/2020,7/13/2020,7/20/2020,2679966,1199833,R1103680.60,2020/07,165554.40,CLOSED,0.00,165554.40,,,
141,HEALTH,MAAA0140880,Makro SA,1991/006805/07,Admin & Marketing,Camping folding tables 180 cm,37,599.00,22163.00,22163.00,,,,,,,,,,,22163.00,OPEN,22163.00,0.00,,,
142,HEALTH,MAAA0140880,Makro SA,1991/006805/07,Admin & Marketing,Instant Gazebos,50,999.00,49950.00,49950.00,,,,,,,,,,,49950.00,OPEN,49950.00,0.00,,,
143,HEALTH,MAAA0140880,Makro SA,1991/006805/07,Admin & Marketing,"Television Decorder Sets &
Installation",62,2449.00,151838.00,151838.00,,,,,,,,,,,151838.00,OPEN,151838.00,0.00,,,
144,HEALTH,MAAA0187792,Malache,1999/034125/23,Masks - Surgical,3 Ply Mask Surgical,100,20.00,2000000.00,2000000.00,NOT APPLIC,M   A L2020H/O,R2000000.00,4/7/2020,4/15/2020,4/15/2020,2658809,1189661,R2000000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
145,HEALTH,MAAA0387201,Malutend Trading (Pty) Ltd,2016/363109/07,Digital Themormetres,Digital Themormetres,500,1720.00,860000.00,860000.00,NOT APPLIC,L  I MPHI0001LPPD,R860000.00,5/22/2020,5/25/2020,5/29/2020,2667104,1195541,R860000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
146,HEALTH,MAAA0545806,Mamello Clinical Solutions,2012/196801/07,Digital Themormetres,Digital Themormetres,111,1951.20,2165832.00,2165832.00,NOT APPLIC,M   ML-713LPPD,R2165832.00,6/15/2020,6/17/2020,7/1/2020,2673010,1198924,R2165832.00,2020/06,0.00,CLOSED,0.00,0.00,,,
147,HEALTH,MAAA0545806,Mamello Clinical Solutions,2014/259137/07,Digital Themormetres,Digital Themormetres,3,1720.00,5160000.00,5160000.00,NOT APPLIC,M   ML-714LPPD,R5160000.00,5/17/2020,5/18/2020,6/2/2020,2669330,1195538,R5160000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
148,HEALTH,MAAA0106354,Manare 5 (Pty) Ltd,2016/115182/07,Digital Themormetres,Digital Themormetres,500,1720.00,860000.00,860000.00,NOT APPLIC,1  0  0887LPPD,R860000.00,5/19/2020,5/20/2020,6/2/2020,2669336,1195560,R860000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
149,HEALTH,MAAA0428719,Mapondho Trading and Projects,2015/101676/07,Masks - Surgical,3 Ply Mask Surgical,100,20.00,2000000.00,2000000.00,NOT APPLIC,2  0  20/016LPPD,R200000.00,4/16/2020,4/16/2020,4/23/2020,2660197,1190114,R200000.00,2020/06,1800000.00,CLOSED,0.00,1800000.00,,,
150,HEALTH,MAAA0428719,Mapondho Trading and Projects,2015/101676/07,,,,,,0.00,NOT APPLIC,2  0  20/017LPPD,R600000.00,4/16/2020,4/22/2020,4/23/2020,2660318,1190114,R600000.00,2020/06,-600000.00,CLOSED,0.00,-600000.00,,,
151,HEALTH,MAAA0577649,Marothodi Projects,2018/058686/07,Masks - Surgical,3 Ply Mask Surgical,100,20.00,2000000.00,2000000.00,NOT APPLIC,H   L T1/02LPPD,R2000000.00,4/16/2020,4/26/2020,4/30/2020,2660619,1192123,R2000000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
152,HEALTH,MAAA0577649,Marothodi Projects,2018/058686/07,Face Shields / Visors,Face Visors Shields,1647,35.00,576450.00,576450.00,NOT APPLIC,HLT1/03LPPD,R576450.00,6/5/2020,7/1/2020,7/3/2020,2675318,1198916,R576450.00,2020/07,0.00,CLOSED,0.00,0.00,,,
153,HEALTH,MAAA0321493,Masemosi Developers,2002/055254/23,Masks - Surgical,3 Ply Mask Surgical,100,20.00,2000000.00,2000000.00,NOT APPLIC,3  4,R2000000.00,4/17/2020,4/17/2020,4/17/2020,2659211,1189665,R2000000.00,2020/06,0.00,CLOSED,0.00,0.00,,,
154,HEALTH,MAAA0435523,Munesumusa Pty Ltd,2017/113234/07,Masks - Surgical,Mask- Respirator,46154,27.50,1269235.00,1269235.00,NOT APPLIC,HLT55LPPD,R1103680.60,7/9/2020,7/16/2020,7/22/2020,2680425,1199934,R1103680.60,2020/07,165554.40,CLOSED,0.00,165554.40,,,
155,HEALTH,MAAA0346700,Matloga Dento 24,2008/117532/23,Gloves,Gloves - Surgical,144,6.90,993600.00,993600.00,NOT APPLIC,MAT002LPPD,R993600.00,7/16/2020,7/20/2020,7/27/2020,2681617,1199539,R993600.00,2020/07,0.00,CLOSED,0.00,0.00,,,
156,HEALTH,MAAA0001229,Makhoseni Trading & Projects Pty,2015/095415/07,Masks - Surgical,Masks- Respirator,46154,27.50,1269235.00,1269235.00,NOT APPLIC,0030LPPD,R1269235.00,7/22/2020,7/22/2020,7/27/2020,2681376,1199951,R1269235.00,2020/07,0.00,CLOSED,0.00,0.00,,,
157,HEALTH,MAAA0022843,Mukoma Violet Business Enterprise,2015/026041/07,Protective Body Suit,"Disposable Protective Body
Suit",3871,249.00,963879.00,963879.00,NOT APPLIC,MVBH001LPPD,R337379.82,7/22/2020,7/22/2020,7/27/2020,2681814,1199953,R337379.82,2020/07,626499.18,CLOSED,0.00,626499.18,,,
158,HEALTH,MAAA0022843,Mukoma Violet Business Enterprise,2015/026041/07,,,,,,0.00,NOT APPLIC,MVBH002LPPD,R144662.49,7/22/2020,7/22/2020,7/27/2020,2681819,1199953,R144662.49,2020/07,-144662.49,CLOSED,0.00,-144662.49,,,
159,HEALTH,MAAA0022843,Mukoma Violet Business Enterprise,2015/026041/07,,,,,,0.00,NOT APPLIC,MVBH003LPPD,R481793.32,7/22/2020,7/22/2020,7/27/2020,2681824,1199953,R481793.32,2020/07,-481793.32,CLOSED,0.00,-481793.32,,,
160,HEALTH,MAAA0033791,Mavu Ashu Civils,2005/106478/23,Digital Themormetres,Digital Themormetres,5,1956.00,9780000.00,9780000.00,NOT APPLIC,C   OV002LPPD,R337499.70,4/16/2020,4/26/2020,4/29/2020,2660618,1192122,R337499.70,2020/06,9442500.30,CLOSED,0.00,9442500.30,,,
161,HEALTH,MAAA0033791,Mavu Ashu Civils,2005/106478/23,,,,,,0.00,NOT APPLIC,C   OV004LPPD,R1124999.00,4/29/2020,4/29/2020,4/29/2020,2660616,1192122,R1124999.00,2020/06,-1124999.00,CLOSED,0.00,-1124999.00,,,
162,HEALTH,MAAA0033791,Mavu Ashu Civils,2005/106478/23,,,,,,0.00,NOT APPLIC,C   OV003LPPD,R1372498.78,4/24/2020,4/29/2020,4/29/2020,2660617,1192122,R1372498.78,2020/06,-1372498.78,CLOSED,0.00,-1372498.78,,,
163,HEALTH,MAAA0033791,Mavu Ashu Civils,2005/106478/23,,,,,,0.00,NOT APPLIC,C   OV001LPPD,R1999850.00,4/14/2020,5/19/2020,5/20/2020,2665577,1192869,R1999850.00,2020/06,-1999850.00,CLOSED,0.00,-1999850.00,,,
164,HEALTH,MAAA0033791,Mavu Ashu Civils,2005/106478/23,,,,,,0.00,NOT APPLIC,C   OV 005LPPD,R2249998.00,5/4/2020,5/19/2020,5/19/2020,2665250,1192869,R2249998.00,2020/06,-2249998.00,CLOSED,0.00,-2249998.00,,,
165,HEALTH,MAAA0357573,Mizana Trading,2015/280420/07,Masks - Surgical,3 Ply Mask Surgical,250,20.00,5000000.00,5000000.00,NOT APPLIC,I N   VLDH1001LPPD,R4999625.00,4/17/2020,4/22/2020,4/23/2020,2660187,1190106,R4999625.00,2020/06,375.00,CLOSED,0.00,375.00,,,
166,HEALTH,MAAA0357573,Mizana Trading,2015/280420/07,Masks - Surgical,3 Ply Mask Surgical,1000000,18.98,18980000.00,18980000.00,NOT APPLIC,I N   VLDH1002LPPD,R18975000.00,4/21/2020,4/22/2020,4/23/2020,2660023,1190106,R18975000.00,2020/06,5000.00,CLOSED,0.00,5000.00,,,
167,HEALTH,MAAA0172450,MMAMURU (PTY) LTD,2016/169391/07,Masks - Face Cloth,Face Cloth Masks,100,25.00,2500000.00,2500000.00,NOT APPLIC,0  0  6LPPD,R200000.00,5/11/2020,6/9/2020,6/9/2020,2671726,1195896,R200000.00,2020/06,2300000.00,CLOSED,0.00,2300000.00,,,
168,HEALTH,MAAA0172450,MMAMURU (PTY) LTD,2016/169391/07,,,,,,0.00,NOT APPLIC,0  0  14LPPD,R287500.00,5/29/2020,6/9/2020,6/9/2020,2671730,1195896,R287500.00,2020/06,-287500.00,CLOSED,0.00,-287500.00,,,
169,HEALTH,MAAA0172450,MMAMURU (PTY) LTD,2016/169391/07,,,,,,0.00,NOT APPLIC,0  0  213LPPD,R870000.00,6/10/2020,6/11/2020,6/12/2020,2672080,1196731,R870000.00,2020/06,-870000.00,CLOSED,0.00,-870000.00,,,
170,HEALTH,MAAA0014502,Mmapadi Group,2013/081654/07,Masks - Surgical,3 Ply Mask Surgical,300,20.00,6000000.00,6000000.00,NOT APPLIC,M   MG/01/2020LPPD,R1950000.00,4/20/2020,4/21/2020,4/23/2020,2660205,1190116,R1950000.00,2020/06,4050000.00,CLOSED,0.00,4050000.00,,,
171,HEALTH,MAAA0034729,MTN South Africa,1993/001436/07,Admin & Marketing,"Cellular Phones Free Data
Free SMS and 100 Airtime
(SAMSUNG Tab A
2019HUAWEI P8 LITE (2017)
LG K10 (2017) LG K4 (2017)
LG Q6 NOKIA 3 SAMSUNG
GALAXY A3 (2017)
SAMSUNG GALAXY J2
CORE SONY XPERIA L1)",5,2000.00,10000000.00,10000000.00,,,,,,,,,,,10000000.00,OPEN,10000000.00,0.00,,,
172,HEALTH,MAAA0011540,Murunwa Consulting,2017/430199/07,Masks - Surgical,3 Ply Mask Surgical,500,18.98,9487500.00,9487500.00,NOT APPLIC,H   E DP001042020/LPPD,R1897500.00,4/17/2020,5/7/2020,5/7/2020,2663325,1192460,R1897500.00,2020/06,7590000.00,CLOSED,0.00,7590000.00,,,
173,HEALTH,MAAA0011540,Murunwa Consulting,2017/430199/07,,,,,,0.00,NOT APPLIC,H   E DP003/04/2020LPPD,R7590000.00,4/20/2020,5/7/2020,5/7/2020,2663346,1192460,R7590000.00,2020/06,-7590000.00,CLOSED,0.00,-7590000.00,,,
174,HEALTH,MAAA0598851,Mvusuludzo Projects,2012/126871/07,Face Shields / Visors,Face Visors Shileds,1647,35.00,576450.00,576450.00,NOT APPLIC,L  I M01LPPD,R10500.00,5/25/2020,6/17/2020,6/17/2020,2672452,1196735,R10500.00,2020/06,565950.00,CLOSED,0.00,565950.00,,,
175,HEALTH,MAAA0598851,Mvusuludzo Projects,2012/126871/07,,,,,0.00,0.00,NOT APPLIC,L  I M03LPPD,R91770.00,6/5/2020,6/11/2020,6/15/2020,2672143,1196735,R91770.00,2020/06,-91770.00,CLOSED,0.00,-91770.00,,,
176,HEALTH,MAAA0598851,Mvusuludzo Projects,2012/126871/07,,,,,0.00,0.00,NOT APPLIC,L  I M02LPPD,R399280.00,6/5/2020,6/11/2020,6/15/2020,2672141,1196735,R399280.00,2020/06,-399280.00,CLOSED,0.00,-399280.00,,,
177,HEALTH,MAAA0216546,Mzerewa Group Pty Ltd,2013/150552/07,Protective Body Suit,"Disposable Protective Body
suit",3871,249.00,963879.00,963879.00,NOT APPLIC,MG10072002LPPD,R481793.33,7/10/2020,7/16/2020,7/22/2020,2680426,1199935,R481793.33,2020/07,482085.67,CLOSED,0.00,482085.67,,,
