implementation_location_province,buyer_name,implementation_location_other,items_description,supplier_name,items_quantity,cost_per_unit_zar,order_amount_zar
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"100 Food Parcels, Ubuntu Muncipality",BHULI TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"100 Food Parcels, Umsobomvu Muncipality",SOTHEMBELA,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"100 Food Parcels, Thembelihle Muncipality",MOIRA CATERING,100,837.00,83700.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"100 Food Parcels, Ubuntu Muncipality",KHULA MOTORS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,Groceries For Richmond Shelter,EMTHANJENI ENTERPRISE,,,4976.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,BONANG & SONTI,100,881.90,88190.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,ZIYAMA TRADING AND SERVICES,100,881.90,88190.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,MDK N ENTERPRISES,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,KHULA MOTORS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,VVUKOLWAM ENTERPRISE,100,899.95,89995.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,METCOL BUSINESS,100,800.00,80000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,BONANG & SONTI,100,881.90,88190.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,LALLA GENERAL ENTERPRISE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,THINGOS GENERAL TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,MOIRA CATERING,100,837.00,83700.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,200 Food Parcels,IC CATERING,200,590.00,118000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,BHULI TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 5 Days, 20 People, Volunteers + Officials Delivering
Food Parcels",LALLA GENERAL ENTERPRISE,,,8700.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,Masks For Officials,MAZIKWANA MAZWATHINI TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,KOTOANE TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,INGOMSO YOUTH GENERAL TRADING,100,885.00,88500.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,BEHLULI PROJECTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Food Parcels,NOVANDISITHINI GENERAL TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 20 People,
Volunteers + Officials Delivering
Food Parcels",EMTHANJENI ENTERPRISE,,,2400.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People,
Volunteers + Officials Delivering
Food Parcels",MASENE ENTERPISES,,,1950.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People,
Volunteers + Officials Delivering
Food Parcels",MDK N ENTERPRISES,,,2700.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 20 People,
Volunteers + Officials Delivering
Food Parcels",ALHAYS GENERAL TRADING,,,1300.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 20 People,
Volunteers + Officials Delivering
Food Parcels",BHULI TRADING,,,1140.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 15 People,
Volunteers + Officials Delivering
Food Parcels",GNAMS TRADING,,,1200.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 20 People,
Volunteers + Officials Delivering
Food Parcels",DIAN CATERING,,,2000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,Groceries For Richmond Shelter,KOTOANE TRADING,,,10605.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 12 People,
Volunteers + Officials Delivering
Food Parcels",MOIRA CATERING,,,840.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People,
Volunteers + Officials Delivering
Food Parcels",MDK N ENTERPRISES,,,2700.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People,
Volunteers + Officials Delivering
Food Parcels",MAE VAN ZYL,,,1950.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 20 People,
Volunteers + Officials Delivering
Food Parcels",EMZINI WAKUTI,,,1400.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,Transporting Food Parcels To Hanover,KHULA MOTORS,,,2700.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 14 People,
Volunteers + Officials Delivering
Food Parcels",MAGGY'S CATERING,,,1120.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People,
Volunteers + Officials Delivering
Food Parcels",ALIDA'S CATERING,,,1120.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People,
Volunteers + Officials Delivering
Food Parcels",SAAIMAN ENTERPRISE,,,2400.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Disinfection Of De Aar, Carnarvon, Britstown & Victoria West Offices",ISJX GENERAL CONTRACTORS,,,18002.02
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Disinfection Of Hopetown, Douglas, Griekwastad & Prieska Offices",ULWAZI ENRIRO SOLUTIONS,,,10430.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"200 Food Parcels, Griekwastad",BONANG & SONTI,200,599.10,119820.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"200 Food Parcel, Douglas",IC CATERING,200,590.00,118000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"200 Food Parcels, Griekwastad",INGOMSO YOUTH GENERAL TRADING,200,582.50,116500.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"200 Food Parcel, Douglas",MIRACLUS TRADING,200,598.00,119600.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Disinfection, De Aar Child & Youth Care Centre",VVUKOLWAM ENTERPRISE,,,22960.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"100 Food Parcels, Griekwastad",IPOPENG MULTI-PURPOSE PRIMARY CO,100,600.00,60000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,1000 Washable Masks For DACYCC 1000  + Officials,MAZIKWANA MAZWATHINI TRADING,,,18000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, Food Parcel Distribution, M
Asia",TONJAN INVESTMENTS,,,480.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, Food Parcel Distribution, M
Asia",TONJAN INVESTMENTS,,,270.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, Food Parcel Distribution, J
Uithaler",TONJAN INVESTMENTS,,,480.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, Food Parcel Distribution, J
Uithaler",TONJAN INVESTMENTS,,,270.00
Northern Cape,Northern Cape Provincial Government,,,,,,
Northern Cape,Northern Cape Provincial Government,,,,,,
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 2
Nights, Food Parcel Distribution, 12
Volunteers",BROADWATER TRUST,,,12200.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 2
Nights, Food Parcel Distribution, 12
Volunteers",BROADWATER TRUST,,,4320.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 2
Nights, Food Parcel Distribution, 16
Volunteers",VILLIERA GUESTHOUSE,,,17560.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 2
Nights, Food Parcel Distribution, 16
Volunteers",VILLIERA GUESTHOUSE,,,8640.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"100 Food Parcel, Douglas",MIRACLUS TRADING,,,59800.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Disinfection Of Hanover, Richmond,
Colesburg, Noupoort, Phillipstown
& Petrusville Offices",ISJX GENERAL CONTRACTORS,,,13814.58
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, Food Parcel Distribution, S
Manya",DE LANGE GATSEHUIS,,,750.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, Food Parcel Distribution, S
Manya",DE LANGE GATSEHUIS,,,350.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 3 Days, 25 People, Covid-
19 Food Distribution",GRIQUA ENTERPRISE,,,7375.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People, Covid-
19 Food Distribution",MICHOLENE TRADING,,,1980.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People, Covid-
19 Food Distribution",MAE VAN ZYL,,,2100.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People, Covid-
19 Food Distribution",MICHOLENE TRADING,,,1920.00
Northern Cape,Northern Cape Provincial Government,,,,,,
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 25 People, Covid-
19 Food Distribution",ALHAYS GENERAL TRADING,,,1900.00
Northern Cape,Northern Cape Provincial Government,,,,,,
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 3 Days, 20 People, Covid-
19 Food Distribution",NTSUNDU HALA ENTERPRISE,,,6180.00
Northern Cape,Northern Cape Provincial Government,,,,,,
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"200 Food Parcels, Victoria West",KHULA MOTORS,200,600.00,120000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 20 People, Covid-
19 Food Distribution",KWANOKHAYA,,,1600.00
Northern Cape,Northern Cape Provincial Government,,,,,,
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"PPE, VEP Shelter",WALLA ENTERPISE,,,1981.20
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, N Qunta, COVID-19 NFD",HOLE IN ONE TRUST,,,740.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, N Qunta, COVID-19 NFD",HOLE IN ONE TRUST,,,180.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, K Francis, N Serati & M
Dhlamini, & H Biko COVID-19 NFD",HOLE IN ONE TRUST,,,2960.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, K Francis, N Serati & M
Dhlamini, COVID-19 NFD",HOLE IN ONE TRUST,,,720.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 15 People, Covid-
19 Food Distribution",PHENDUKANA LEGACY,,,1425.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, N Qunta, COVID-19 NFD",MCKALA GUESTHOUSE,,,650.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, N Qunta, COVID-19 NFD",MCKALA GUESTHOUSE,,,275.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, K Francis, N Serati & M
Dhlamini, COVID-19 NFD",MCKALA GUESTHOUSE,,,1950.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, K Francis, N Serati & M
Dhlamini, COVID-19 NFD",MCKALA GUESTHOUSE,,,825.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, H Biko, Office Dry Run",NADIA MARIC,,,480.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, H Biko, Office Dry Run",NADIA MARIC,,,260.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 3 Days, 40 People, Covid-
19 Food Distribution",PHENDUKANA LEGACY,,,12800.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,10 Food Parcels,BHULI TRADING,,,8450.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 2 Days, 25 People,
Volunteers + Officials Delivering
Food Parcels",ALHAYS GENERAL TRADING,,,4275.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 30 People,
Volunteers + Officials Delivering
Food Parcels",ALHAYS GENERAL TRADING,,,3900.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"PPE, Noupoort Office - Shields And
Space Suits",MAZIKWANA MAZWATHINI TRADING,,,3090.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,16 X Gazebos,VVUKOLWAM ENTERPRISE,,,27200.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,150 Pages Of Stickers + Barrier Taoe,VVUKOLWAM ENTERPRISE,,,13184.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 3 Days, 20 People,
Volunteers + Officials Delivering
Food Parcels",NTSUNDU HALA ENTERPRISE,,,3900.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Days, 30 People, Covid-
19 Food Distribution",GRIQUA ENTERPRISE,,,3000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Days, 20 People, Covid-
19 Food Distribution",NOMHLE & KHANYA,,,2000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, N Serati-K Francis & N Qunta,
COVID-19 NFD",MCKALA GUESTHOUSE,,,1950.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, N Serati-K Francis & N Qunta,
COVID-19 NFD",MCKALA GUESTHOUSE,,,825.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, H Biko, COVID-19 NFD",MCKALA GUESTHOUSE,,,650.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Accommodation And Meals, 1
Night, H Biko, COVID-19 NFD",MCKALA GUESTHOUSE,,,2750.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Days, 20 People, Covid-
19 Food Distribution",EG MZIMELA,,,1875.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 13 People, Covid-
19 Food Distribution",PHENDUKANA LEGACY,,,1040.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 1 Day, 25 People, Covid-
19 Food Distribution",PHENDUKANA LEGACY,,,2000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 40 People, 1 Day, Covid-
19 Food Parcel Distribution",ANN'S CATERING,,,2800.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,100 Litres Sanitizer,THINGOS GENERAL TRADING,,,10000.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Disinfection, District Office",MAZIKWANA MAZWATHINI TRADING,,,8610.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,50 X 3 Ply Face Masks,KUKHONYE TRADING,,,2100.00
Northern Cape,Northern Cape Provincial Government,Pixley Ka Seme,"Catering, 18 People, 1 Day, Food
Parcel Distribution (Veggies)",ALHAYS GENERAL TRADING,,,990.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Petrol Supply For Generator To Use
@ Shelter During The 21 Days Of
Lockdown",FW MOTORS,,,1900.00
Northern Cape,Northern Cape Provincial Government,ZFM,Dignity Packs For 32 Children,KARIN'S CATERING,,,6240.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-19",FREEDOM & COMPONY,"1,000",1000.00,100000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-19",YOLI'S DÉCOR & RENTALS,,,1550.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",MN JAIRA,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",YOLI'S DÉCOR & RENTALS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",TRI-ME ENTERPROZE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Vouchers For Blankets & Matrasses
To Vulnerable People During COVID-20",RC DUNDEE,,,31750.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",RC DUNDEE,,,12000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Renting Of 2 Moveable Toilets To
Vulnerable People During COVID-20",JAJ GEN.SERVICES,,,19640.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",ABANTWINI ENTERPRIZE,100,1000.00,100000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",PM NDLAMBE,100,1000.00,100000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",E&S CATERING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",IMBHOKODONC,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",ZBC TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",EJ & ASSOCIATES,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",K2018,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",EKWE CONSTRUCTION,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",JAJ GEN.SERVICES,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",NDAYENI GENERAL,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",KHETSHE HOLDINGS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",NOLWAZI CATERING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",R&B SUPPLY,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",THAMSHANQA TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",AKSANTI SKILL DEVELOPMENT,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",MAPHEMBA HOLDINGS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",AKSANTI SKILL DEVELOPMENT,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",KITZARO LOGISTIC,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",JNB MARKETING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",MJ CATERING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",UPTOWN PROJECTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",KARIN'S CATERING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",JMP MANUFACTURING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",SAN'S SERVICES,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",SAN'S SERVICES,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",SATTELITE MUSIC,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",NGOBUBELE CONSTRUCTION,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",DITLAGISO,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",JULIA HOLDINGS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",REMONA'S CATERING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,Petrol For Generator - COVID-31,WILFRED ENGELBRECH,,,1900.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",KABOPHELO TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",ETONA EVENTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",ETONA EVENTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",SEBENZA GEN.&MED SERV,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",SA MALIE GEN,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",SA MALIE GEN,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",TANEALS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",SA MALIE GEN,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",G&B HOLDINGS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",VUWANI ENTERPRIZE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",VUWANI ENTERPRIZE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",YOLI'S DÉCOR & RENTALS,,,7030.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",G&B HOLDINGS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",SAN'S SERVICES,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",VUWANI ENTERPRIZE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",TFNP,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",TFNP,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",TFNP,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",TFNP,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,Lunch Packs For Volunteers,EMCA'S CATERING,,,6120.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",GUBULA TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",TWELVE26 PROJECTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",TWELVE26 PROJECTS,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Gas And Other Essentials For The
Homeless Shelter",YOLIS RENTALS,,,1600.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",ANDREAS ENTERPRIZE,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,Mobile Toilets,PM NDLAMBE,,,28992.44
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",KABOPHELO TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",KABOPHELO TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",KABOPHELO TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",KUKHANYA ILANGA TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",IDEAL TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",IDEAL TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",IDEAL TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,"Food Parcels To Vulnerable People
During COVID-20",IDEAL TRADING,100,900.00,90000.00
Northern Cape,Northern Cape Provincial Government,ZFM,Petrol For The Shelter,W. ENGELBRECHT,,,6904.19
Northern Cape,Northern Cape Provincial Government,ZFM,Groceries,SIPHUMELELE GENERAL SERVICES,,,4507.00
Northern Cape,Northern Cape Provincial Government,ZFM,Disinfecting Of The Building,JH PEST CONTROL,,,45701.00
Northern Cape,Northern Cape Provincial Government,ZFM,Non-Fin Provincial Meeting,MCKALA GUESTHOUSE,,,2760.00
Northern Cape,Northern Cape Provincial Government,ZFM,Non-Fin Provincial Meeting,MCKALA GUESTHOUSE,,,2760.00
Northern Cape,Northern Cape Provincial Government,ZFM,Groceries For Shelter,R AND B SUPPLY,,,1935.00
