TABLE,INSTITUTION,DATE OF AWARD,PRODUCT,ITEM,DESCRIPTION,UNIT OF MEASURE,PRICE PER UNIT OF MEASURE IN RANDS (incl. VAT),QUALITY OF UNITS,ORDER AMT IN RANDS,SUPPLIER NAME
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/04/15,Cleaning,Fogging,Microbial fogging for head office and all departmental districts offices 15 offices,per sq metre,"R1,20",22773,"R27 327,12",Pest Management Solutions
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/04/15,Cleaning,Fogging,Microbial fogging for head office and all departmental districts offices 15 offices,hectare,"R480,00",8,"R3 840,00",Pest Management Solutions
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/04/21,Themometers,Thermometers,Non-contact Thermometers,Each,"R1 600,00",102,"R163200,00",Umbono Wama Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/04/24,Electronics,Printers,Printers JHP OFFICEJET PRO 9023,Each,"R4 038,80",30,"R121164,00",NEO Technologies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/05/18,Advertisements,Advert : Marketing,Hand hygiene Posters,Each,"R85,80",42,"R3 603,60",Shinning Rock Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/05/20,Electronics,Computer Equipment,Printer cartridges,Each,"R420,03",270,"R113407,02",AE Software Solution
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/05/20,Electronics,Computer Equipment,Printer cartridges,Each,"R574,08",90,"R51 667,20",AE Software Solution
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/05/27,Masks,Mask (Surgical),Surgical Masks,Each,"R11,00",1000,"R11 000,00",Mdali Risk and Security
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/05/27,Other,Provide Details,Sanitizer stand,Each,"R1 035,00",65,"R67 275,00",Phithizie Product
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/05/27,Other,Provide Details,COVID Social distance marker,Each,"R9,89",3000,"R29 670,00",Zumaan Group
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/05/27,Sanitizers,Sanitizer,Sanitizer,Each,"R54,05",3000,"R162 150,00",Ahizonke
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/06/01,Other,Provide Details,Software and Implementation,Each,"R420 600,00",1,"R420 600,00",Pixel Tone New Media
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/05/21,Other,Provide Details,Virus Protection Screens,Each,"R980,00",310,"R303 800,00",Phumela Printers Cooperatives
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/06/01,Masks,Masks (Cloth),Cloth Masks,Each,"R23,50",3000,"R70 500,00",Madladleni Clothing and Embroidery
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/06/26,Cleaning,Fogging,Microfogging 3 Offices,square meter,"R1,20",10611,"R12 733,20",Pest Management Solutions
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,1.Fogging/ Sanitization (Offices)- Ethekwini District Office - 6 month contract(1530),square m x6months,"R2,30",9180,"R21 114,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,2.Fogging/ Sanitization (Offices)- Pietermaritzburg Tourism District Office - 6 month contract( 1399),square m x6months,"R2,30",8394,"R19 306,20",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,3.Fogging/ Sanitization (Offices)- Pietermaritzburg Head Office District Office - 6 month contract(8700),square m x6months,"R2,30",52200,"R120 060,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,4.Fogging/ Sanitization (Offices)-Pietermaritzburg Ministry District Office - 6 month contract(1040),square m x6months,"R2,30",6240,"R14 352,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,5.Fogging/ Sanitization (Offices)- Ladysmith Uthukela District Office - 6 month contract(548),square m x6months,"R3,45",3288,"R11 343,60",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,6.Fogging/ Sanitization (Offices)- Dundee Umzinyathi District Office- 6 month contract (472),square m x6months,"R3,45",2832,"R9 770,40",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,7.Fogging/ Sanitization (Offices)- Vryheid Zululand District Office - 6 month contract (511),square m x6months,"R3,45",3066,"R10 577,70",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,8.Fogging/ Sanitization (Offices)-Port Shepstone Ugu District Office - 6 month contract (473),square m x6months,"R3,45",2838,"R9 791,10",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,9.Fogging/ Sanitization (Offices)- Newcastle Amajuba District Office- 6 month contract (957),square m x6months,"R3,45",5742,"R19 809,90",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,10 .Fogging/ Sanitization (Offices)- Stanger llembe District Office - 6 month contract (783),square m x6months,"R3,45",4698,"R16208,10",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,11.Fogging/ Sanitization (Offices)- Richards Bay King Cetshwayo District Office - 6 month contract(561.598),square m x6months,"R3,45",3370,"R11 625,06",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,12.Fogging/ Sanitization (Offices)- Office lxopo Hany Gwala Human Settlement District - 6 month contract(403),square m x6months,"R3,45",2418,"R8 342,10",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,13.Fogging/ Sanitization (Offices)- lxopo Hany Gwala District Office - 6 month contract (395),square m x6months,"R3,45",2370,"R8 176,50",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,14.Fogging/ Sanitization (Offices)- Umkhanyakude District Office- 6 month contract(4000),square m x6months,"R4,26",24000,"R102 120,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,15.Fogging/ Sanitization (Offices)- Environment World Heritage Site and Umkhanyakude District Office - 6 month contract ( 1000),square m x6months,"R4,60",6000,"R27 600,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,16.Fogging/ Sanitization (Offices)- Umgungundlovu District Office - 6 month contract (871.25),square m x6months,"R2,30",5228,"R12 023,25",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,1.Fogging/ Sanitization (Vehicles)-Head Office- 6 month contract x 35 vehicles,each x 6 months,"R92,00",210,"R19 320,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,2.Fogging/ Sanitization (Vehicles)-Umgungu District Cascades x 14,each x 6 months,"R92,00",84,"R7 728,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,3.Fogging/ Sanitization (Vehicles)-llembe- 6 month contractx 5,each x 6 months,"R92,00",30,"R2 760,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,4.Fogging/ Sanitization (Vehicles)-Amajuba- 6 month contract x 7,each x 6 months,"R92,00",42,"R3 864,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,5.Fogging/ Sanitization (Vehicles)-Mzinyathi- 6 month contract x 7,each x 6 months,"R92,00",42,"R3 864,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,6.Fogging/ Sanitization (Vehicles)-Uthukela-,each x 6 months,"R92,00",42,"R3 864,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,7.Fogging/ Sanitization (Vehicles)-Ugu- 6 month contract x 8,each x 6 months,"R92,00",48,"R4 416,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,8.Fogging/ Sanitization (Vehicles)-Office of the MEC- 6 month contract x 8,each x 6 months,"R92,00",48,"R4 416,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,9.Fogging/ Sanitization (Vehicles)-Ethekwini- 6 month contract x 8,each x 6 months,"R92,00",48,"R4 416,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,10.Fogging/ Sanitization (Vehicles)-Ulundi- 6 month contract x 6,each x 6 months,"R115,00",36,"R4 140,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,11.Fogging/ Sanitization (Vehicles)-Richards Bay- 6 month contract x 7,each x 6 months,"R92,00",42,"R3 864,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,12.Fogging/ Sanitization (Vehicles)-Jozini- 6 month contract,each x 6 months,"R115,00",36,"R4 140,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,EDTEA,2020/07/16,Cleaning,Fogging,13.Fogging/ Sanitization (Vehicles)-lxopo- 6 month contract x 8,each x 6 months,"R92,00",48,"R4 416,00",Rainbow Moon Service
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/19,Sanitizers,Sanitizer,500ml liquid sanitizer,500ml,"R135,00",1500,"R202 500,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Sanitizers,Sanitizer,SL liquid sanitiser,5l,"R980,00",200,"R196 000,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Dispensers,Pump,500ml Spray bottle pump,500ml,"R29,00",500,"R14 500,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Sanitizers,Sanitizer,20L Liquid Spray,20I,"R1 800,00",15,"R27 000,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Masks,Mask (Surgical),Face masks surgical 3ply,pack of 10,"R60,00",400,"R24 000,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Gloves,Gloves,Hand gloves 100 per box,100 per box,"R175,00",200,"R35 000,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Sanitizers,Sanitizer,500 ml Liquid sanitiser,500ml,"R130,00",1000,"R130 000,00",Makatini Siba (pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/23,Sanitizers,Sanitizer,25L Hand Sanitiser SABS Approved,25l,"R2 500,00",80,"R200 000,00",Oshlanga Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/24,Sanitizers,Sanitizer,Hand Sanitiser 500ml,500ml,"R115,90",1600,"R185 440,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/24,Sanitizers,Sanitizer,Hand Sanitiser SL,5l,"R1159,00",200,"R231 800,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/04/07,Sanitizers,Sanitizer,5L liquid hand sanitizer,5l,"R546,25",900,"R491 625,00",AfriVision
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/24,Masks,Mask (Surgical),3 Ply Face Masks,pack of 10,"R28,75",17300,"R497 375,00",LionHead Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/31,Gloves,Gloves,Latex Hand Gloves,100 per box,"R230,00",699,"R160 770,00",LionHead Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/04/01,Sanitizers,Sanitizer,Liquid sanitiser 500ml,500ml,"R139,00",700,"R97 300,00",Office Code Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/04/01,Masks,Mask (Surgical),Masks,pack of 10,"R59,50",5000,"R297 500,00",Office Code Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/04/01,Gloves,Gloves,Gloves,100 per box,"R340,80",250,"R85 200,00",Office Code Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/04/06,Sanitizers,Sanitizer,Liquid sanitizer 500ml,500ml,"R72,60",450,"R32 670,00",Upward Spiral 1519 cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/04/06,Sanitizers,Sanitizer,Liquid sanitizer 5L,5l,"R370,20",35,"R12 957,00",Upward Spiral 1519 cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/20,Sanitizers,Sanitizer,Liquid sanitizer 100ml,100ml,"R34,20",340,"R11 628,00",Upward Spiral 1519 cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/20,Sanitizers,Sanitizer,Liquid sanitizer 200ml,200ml,"R67,00",192,"R12 864,00",Upward Spiral 1519 cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/04/06,Masks,Mask (Surgical),Face masks Surgical 3PLY,pack of 10,"R55,00",8000,"R440 000,00",Esomkhulu Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Dispensers,Pump,12L Hand pump,12l,"R1 295,00",50,"R64 750,00",Nkosi Africa Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Dispensers,Pump,16L Hand pump,16l,"R1 895,00",30,"R56 850,00",Nkosi Africa Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Dispensers,Pump,5L Hand pump,5l,"R850,00",50,"R42 500,00",Nkosi Africa Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/25,Sanitizers,Sanitizer,5L Hand sanitiser,5l,"R975,00",300,"R292 500,00",Nkosi Africa Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/23,Sanitizers,Sanitizer,500ml sanitizers,500ml,"R95,00",10,"R950,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/23,Gloves,Gloves,Box of gloves re-usable for cleaning,Each,"R7,50",100,"R750,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/23,Masks,Mask (Surgical),Face masks,Each,"R15,00",20,"R300,00",African Grey Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/24,Sanitizers,Disinfectant,Powder Chlorine Disinfectant,Each,"R115,90",265000,"R30 713 500,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/03/24,Other,Provide Details,Reflector jackects,Each,"R385,92",30,"R11 577,60",Oshlanga Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/07,Themometers,Thermometers: Infrared,Digital Thermometer,Each,"R2 300,00",200,"R460 000,00",Makab Suppliers (PTY) LTD
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Sanitizers,Disinfectant,Disinfectant,5l,"R440,00",73200,"R32 208 000,00",Mavuka 010115 Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Sanitizers,Disinfectant,Disinfectant,5l,"R106,00",292800,"R31 036 800,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Masks,Masks (Cloth),Masks,Each,"R18,00",99147,"R1 784 646,00",Esomkhulu Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Masks,Masks (Cloth),Masks,Each,"R24,00",198294,"R4 759 056,00",Mashibela Business Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Masks,Masks (Cloth),Masks,Each,"R24,00",99147,"R2 379 528,00",Silo Group Holdings
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Masks,Masks (Cloth),Masks,Each,"R24,00",1586355,"R38 072 520,00",The New Look
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,PPE,Apron,Heavy Duty Aprons,Each,"R185,00",24000,"R4 440 000,00",Ka-Myaluza (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Dispensers,Pump,Pumps,Each,"R1 749,15",19440,"R34 003 476,00",Alfrehutch Trading cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Dispensers,Pump,Pumps,Each,"R1 700,00",4860,"R8 262 000,00",Thongwana Trading (pty) ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Sanitizers,Sanitizer,Sanitizers (500ml),500ml,"R69,57",244000,"R16 975 080,00",Logan Medical & Surgical (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Sanitizers,Sanitizer,Sanitizers (5lt),5L,"R726,09",122000,"R88 582 980,00",Logan Medical & Surgical (Ply) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Sanitizers,Sanitizer,Sanitizers (25lt),25L,"R4 375,00",6300,"R27 562 500,00",Njiki Yesizwe Projects (Ply) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Sanitizers,Sanitizer,Sanitizers (25lt),25L,"R4 370,00",6300,"R27 531 000,00",Promed Technologies (Ply) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Dispensers,Sanitizer Refill Bottles,Spray Bottles,Each,"R11,50",148721,"R1 710 291,50",Army Project Consultant SA
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Dispensers,Sanitizer Refill Bottles,Spray Bottles,Each,"R24,00",347015,"R8 328 360,00",Azucare (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,PPE,Visor/ Face-Shield,Visors,Each,"R70,43",93720,"R6 600 699,60",Neostra Electronic Distributors
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,PPE,Visor/ Face-Shield,Visors,Each,"R104,50",8680,"R907 060,00",Ezulwini Medical (pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,PPE,Visor/ Face-Shield,Visors,Each,"R104,50",90000,"R9 405 000,00",888 Business Solutions cc
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Sanitizers,Soap - Liquid,Liquid soap,5l,"R104,50",91500,"R9 561 750,00",lzingodla Health
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/15,Sanitizers,Soap - Liquid,Liquid soap,5l,"R119,99",95161,"R11 418 368,39",Oshlanga Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Non Contact Thermometers,Each,"R2400,00",1000,"R2 400 000,00",Sekakhona Trading Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Pump,16Litres Spray pump,Each,"R1 695,00",133,"R225 435,00",Espani Outsourcing
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Pump,5 Litres Spray pump,Each,"R995,00",271,"R269 645,00",Espani Outsourcing
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16 Litres Spray pump,Each,"R2 070,00",1000,"R2 070 000,00",Amakhono Capital
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16 Litres Spray pump,Each,"R1 750,00",1000,"R1 750 000,00",MKV Enterprises
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16Litres Spray pump,Each,"R1 898,64",2000,"R3 797 280,00",Franswillemse
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Non Contact Thermometers,Each,"R2 300,00",1000,"R2 300 000,00",Ogabasin Holdings
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Non Contact Thermometers,Each,"R2 043,47",3000,"R6 130 410,00",Oshlanga Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Non Contact Thermometers,Each,"R2 000,00",2200,"R4 400 000,00",Blue jay Development
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,PPE,Visor/ Face-Shield,Visors,Each,"R80,00",49500,"R3 960 000,00",Assetrack Technologies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16 Litres Spray pump,Each,"R1 495,00",600,"R897 000,00",38 Avenue Business Project
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Gloves,Gloves,Re-usable gloves,Each,"R105,00",12000,"R1 260 000,00",Ka-Myaluza (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16 Litres Spray pump,Each,"R1 400,00",1000,"R1 400 000,00",Rosetta Investments
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Non Contact Thermometers,Each,"R1 850,00",2000,"R3 700 000,00",Hourglass Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16 Litres Spray pump,Each,"R1 478,27",203,"R300 088,81",Assetrack Technologies
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16 Litres Spray pump,Each,"R1 650,00",1000,"R1 650 000,00",Mawise Development
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Pump,5 Litres Spray pump,Each,"R750,00",1000,"R750 000,00",Mbhudu Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16 Litres Spray pump,Each,"R1 600,00",1250,"R2 000 000,00",AG Medicals
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Non Contact Thermometers,Each,"R2400,00",2000,"R4 800 000,00",Sebenzani Trading 622 CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,16 Litres Spray pump,Each,"R1 720,00",111,"R190 920,00",Newtrack Enterprise
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/27,Advertisements,Advert : Radio,Advert Radio,3 times per day,"R17 043,00",3,"R51 129,00",Gagasi FM
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/27,Advertisements,Advert: Radio,Advert Radio,3 times per day,"R43101,04",3,"R129 303,12",Media Mark
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/27,Advertisements,Advert: Radio,Advert Radio,3 times per day,"R49 346,50",3,"R148 039,50",Ukhozi FM
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/27,Advertisements,Advert Newspaper,Advert newspaper,Once off,"R223450,56",1,"R223 450,56",Independent newspaper
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/27,Advertisements,Advert : Newspaper,Advert newspaper,Once off,"R165425,55",1,"R165 425,55",Independent newspaper
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Gloves,Gloves: Cuff-length High Risk,Re-usable gloves,Each,"R80,00",6000,"R480 000,00",llanga newspaper
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/04,Dispensers,Knapsack sprayers,Spray pump (16Litres),Each,"R1 478,26",2000,"R2 956 520,00",Empire Power
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/08,PPE,Apron,Re-usable Aprons,Each,"R157,25",27200,"R4 277 200,00",KA-Myaluza (Pty) Ltd
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/06,Advertisements,Advert Newspaper,DesignSignage to schools,Each,"R5 000,00",1,"R5 000,00",247 Printers and Advertising
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/06,Advertisements,Advert Newspaper,Phamphlets A4/150gms gloss,Each,"R0,25",750000,"R187 500,00",247 Printers and Advertising
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/06,Advertisements,Advert Newspaper,Posters on Covid-19,Each,"R2,50",75000,"R187 500,00",247 Printers and Advertising
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/06,Advertisements,Advert Newspaper,Banners on Covid-19,Each,"R76,00",1500,"R114 000,00",247 Printers and Advertising
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Non Contact thermometers,Each,"R1 700,00",1000,"R1 700 000,00",Khanyisile Agency
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Non Contact thermometers,Each,"R2 300,00",1500,"R3 450 000,00",K and L Consulting
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Thermometers,Each,"R2 049,00",1000,"R2 049 000,00",Magamedge Trading and Projects
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Thermometers,Each,"R2 527,70",1000,"R2 527 700,00",Siyabonga Industrial Services
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Themometers,Thermometers: Infrared,Thermometers,Each,"R2 250,00",2000,"R4 500 000,00",Neosta Electronic Distributors
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/05/22,Dispensers,Knapsack sprayers,Spray pump 16 Litres,Each,"R1 955,00",300,"R586 500,00",Bulum Trading
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/15,PPE,Protective Clothing,Woven coveralls,Each,"R180,00",30000,"R5 400 000,00",888 Business Solutions CC
EXPENDITURE PER PROVINCIAL DEPARTNMENT ,Education,2020/06/17,Themometers,Thermometers: Infrared,Thermometers,Each,"R2 300,00",1000,"R2 300 000,00",Trufix Industrial Services CC
