buyer_name,implementation_location_province,Vote,Department,items_description,supplier_name,supplier_numbers_other,payment_amount_zar,Commitment Amount,order_amount_zar
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R204,961.86",204961.86
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,89173.50,R403.50,89577.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R266,550.18",266550.18
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,80094.75,R605.25,80700.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"GLOVES , LATEX, YELLOW, HOUSEHOLD, ONE SIZE FITS ALL,",MASIQHAME TRADING 1057,MAAA0083390,71435.82,R0.00,71435.82
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,94822.50,"R2,824.50",97647.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,141720.96,R0.00,141720.96
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,67576.96,R0.00,67576.96
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,39614.08,"R4,872.32",44486.40
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,111369.60,"R14,849.28",126218.88
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,85542.00,R0.00,85542.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,523047.50,"R2,912,451.55",3435499.05
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390,2053772.00,R0.00,2053772.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,141530.50,"R4,822,497.95",4964028.45
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390,5695884.00,R0.00,5695884.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390,3047243.00,R0.00,3047243.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390,8469903.00,R0.00,8469903.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390,7129039.00,R0.00,7129039.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390,6393581.00,R0.00,6393581.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390,8228577.00,R0.00,8228577.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",MASIQHAME TRADING 1057,MAAA0083390,8992489.00,R0.00,8992489.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,222938.00,"R2,705,680.48",2928618.48
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,1464142.80,R0.00,1464142.80
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R8,509,883.64",8509883.64
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,1869460.38,R0.00,1869460.38
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R7,578,426.94",7578426.94
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,1424860.92,R0.00,1424860.92
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R7,779,597.78",7779597.78
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,3447114.72,"R6,077,573.39",9524688.11
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,3495387.50,R0.00,3495387.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R2,359,068.80",2359068.80
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,1336890.39,R0.00,1336890.39
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R6,674,283.55",6674283.55
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,741989.04,"R7,122,637.08",7864626.12
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,62947.20,"R2,865,671.28",2928618.48
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,728089.28,"R9,152,260.60",9880349.88
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,2865604.77,"R5,298,141.24",8163746.01
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,4228158.72,R0.00,4228158.72
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R2,765,801.46",2765801.46
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,1598063.95,"R9,993,284.00",11591347.95
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,761104.74,R0.00,761104.74
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R7,759,251.83",7759251.83
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , ALL PURPOSE, 25L, LAVENDER",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R1,302,482.48",1302482.48
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,72016.78,R0.00,72016.78
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,348903.45,R0.00,348903.45
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,146414.28,R0.00,146414.28
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,524893.55,R0.00,524893.55
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R321,578.18",321578.18
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,39281.88,R0.00,39281.88
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,108322.76,R0.00,108322.76
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SOAP , HAND, LIQUID, ANTI-BACTERIAL, VARIOUS FRAGRA",MASIQHAME TRADING 1057,MAAA0083390,225833.45,R0.00,225833.45
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , JEYES FLUID, 25L",MASIQHAME TRADING 1057,MAAA0083390,158176.00,R0.00,158176.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"BLEACH, JIK, 25L",MASIQHAME TRADING 1057,MAAA0083390,114997.50,R0.00,114997.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,5890719.84,R0.00,5890719.84
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLOTH MASKS ,MASIQHAME TRADING 1057,MAAA0083390,103725.00,R0.00,103725.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLOTH MASKS ,MASIQHAME TRADING 1057,MAAA0083390,761370.00,R0.00,761370.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLOTH MASKS ,MASIQHAME TRADING 1057,MAAA0083390,481545.00,R0.00,481545.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLOTH MASKS ,MASIQHAME TRADING 1057,MAAA0083390,260555.00,R0.00,260555.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLOTH MASKS ,MASIQHAME TRADING 1057,MAAA0083390,174455.00,R0.00,174455.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLOTH MASKS ,MASIQHAME TRADING 1057,MAAA0083390,700075.00,R0.00,700075.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"DISINFECTANT , LIQUID, 25 LTR",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R222,894.00",222894.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,7441840.00,R0.00,7441840.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R781,820.00",781820.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R4,761,486.00",4761486.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R12,588,088.50",12588088.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R11,608,605.00",11608605.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R8,673,363.00",8673363.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R9,179,388.00",9179388.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SANITIZER DETERGENT , HAND, REFILL, 25L",MASIQHAME TRADING 1057,MAAA0083390,0.00,"R10,863,108.00",10863108.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,ME ENTERPRISES & PEST CONTROL ,MAAA0024884,750.00,R0.00,750.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,1350.00,R0.00,1350.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,1500.00,R0.00,1500.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,1500.00,R0.00,1500.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,1350.00,R0.00,1350.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,2850.00,R0.00,2850.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,3800.00,R0.00,3800.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,1400.00,R0.00,1400.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",ME ENTERPRISES AND PEST CONTRO,MAAA0024884,2200.00,R0.00,2200.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,ME PEST CONTROL ,MAAA0024884,12480.00,R0.00,12480.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,MLUNGU INDUSTRIES ,MAAA0026409,1161.50,R0.00,1161.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"INSECTICIDE,REPELLANT ",MLUNGU INDUSTRIES ,MAAA0026409,56795.97,R977.50,57773.47
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,PEST CONTROL ,MLUNGU INDUSTRIES ,MAAA0026409,3720.00,R0.00,3720.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,671856.65,R0.00,671856.65
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,593361.82,R0.00,593361.82
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,377487.01,R0.00,377487.01
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,283758.59,R0.00,283758.59
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,267174.29,R0.00,267174.29
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,180820.01,R0.00,180820.01
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,164418.19,R0.00,164418.19
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,126887.17,R0.00,126887.17
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,Feeding ,MOKGATSHELWA TRADING AND PR,MAAA0051963,107332.25,R0.00,107332.25
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",NEW AGE MEDIDENT ,MAAA0016850,6500.00,R0.00,6500.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",ORACLE MEDICAL (PTY) LTD ,MAAA0009975,15000.00,R0.00,15000.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",ORACLE MEDICAL (PTY) LTD ,MAAA0009975,9000.00,R0.00,9000.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,PEEPIL BUILDERS ,MAAA0250685,1768.20,R0.00,1768.20
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,PEST CONTROL (BOLAND) ,MAAA0016755,11845.00,R0.00,11845.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,8050.00,R0.00,8050.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,3220.00,R0.00,3220.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,3220.00,R0.00,3220.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,8050.00,R0.00,8050.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,7820.00,R0.00,7820.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,2242.50,R0.00,2242.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,1840.00,R0.00,1840.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,920.00,R0.00,920.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,6325.00,R0.00,6325.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,3128.00,R0.00,3128.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,2415.00,R0.00,2415.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,PEST CONTROL (BOLAND) ,MAAA0016755,6210.00,R0.00,6210.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",PEST CONTROL SPECIALISTS WEST C,MAAA0015302,6670.00,R0.00,6670.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,PEST RELIEVERS ,MAAA0079199,1840.00,R0.00,1840.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",PEST RELIEVERS ,MAAA0079199,3105.00,R0.00,3105.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",PEST RELIEVERS ,MAAA0079199,747.50,R0.00,747.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842,5800.00,R0.00,5800.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842,2704.00,R0.00,2704.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842,21854.00,R0.00,21854.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842,7896.00,R0.00,7896.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842,7800.00,R0.00,7800.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"CLEANING , DEEP-CLEANING ,SANITISE BUILDINGS, OFFI",ESPLAYTIME PRODUCTIONS ,MAAA0752842,5800.00,R0.00,5800.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,PRESTIGE 7784,MAAA0626741,3486.00,R0.00,3486.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,PRONTO KLEEN & CITY SECURITY ,MAAA0034632,3483.00,R0.00,3483.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,RASSOL CLEAN ,MAAA0017388,7595.75,R0.00,7595.75
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,RASSOL CLEAN ,MAAA0017388,1150.00,R0.00,1150.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,CLEANING ,RASSOL CLEAN ,MAAA0017388,7624.50,R0.00,7624.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,19818.87,R0.00,19818.87
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,18001.53,R0.00,18001.53
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,13731.00,R0.00,13731.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,4600.00,R0.00,4600.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,7386.45,R0.00,7386.45
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,6267.50,R0.00,6267.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,5288.51,R0.00,5288.51
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,2875.00,R0.00,2875.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,3635.15,R0.00,3635.15
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,11478.04,R0.00,11478.04
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,1437.50,R0.00,1437.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,2012.50,R0.00,2012.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,1610.00,R0.00,1610.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,1610.00,R0.00,1610.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,6267.50,R0.00,6267.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",REACTIVE MAINTENANCE SPECIALIS,MAAA0199179,2587.50,R0.00,2587.50
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,RELITHE HOLDINGS ,MAAA0894219,1980.88,R0.00,1980.88
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,RONNOCO TRADING PTY LTD ,MAAA0662941,1080.00,R0.00,1080.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"MASK,SAFETY , FACE, DISPOSABLE ",SAGE HEALTH SOLUTIONS (PTY)LTD ,MAAA0370369,36000.00,R0.00,36000.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"GLOVES , MENS AND WOMENS, RUBBER LATEX, HOUSEH","LD, SAGE YELLOW, HEALTH SIZE SOLUTIONS L (PTY)LTD ",MAAA0370369,30000.00,R0.00,30000.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,SAHARSA ENTERPRISE ,MAAA0156167,1994.85,R0.00,1994.85
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"SHIELD,SAFETY ",SATS SERVICES ,MAAA0110807,6900.00,R0.00,6900.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,SCS & SERVICES ,- ,21013.00,R0.00,21013.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,DECONTAMINATION ,SEBENZISANA TRADING 23,MAAA0004235,5200.00,R0.00,5200.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",SEBENZISANA TRADING 23,MAAA0004235,18900.00,R0.00,18900.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",SEBENZISANA TRADING 23,MAAA0004235,5890.00,R0.00,5890.00
Western CapeDepartment of Education,Western Cape,5,Vote 5 : Education,"FUMIGATION , PREMISES ",SEBENZISANA TRADING 23,MAAA0004235,3890.00,R0.00,3890.00
